origin,destination,migrant_stock,year,long_o,lat_o,long_d,lat_d
Afghanistan,Namibia,64,1990,66.00473366,33.83523073,17.20963567,-22.13032568
Afghanistan,Egypt,237,1990,66.00473366,33.83523073,29.86190099,26.49593311
Afghanistan,Libya,677,1990,66.00473366,33.83523073,18.00866169,27.03094495
Afghanistan,Azerbaijan,254,1990,66.00473366,33.83523073,47.54599879,40.28827235
Afghanistan,Bahrain,215,1990,66.00473366,33.83523073,50.54196932,26.04205135
Afghanistan,Cyprus,2,1990,66.00473366,33.83523073,33.0060022,34.91667211
Afghanistan,Iraq,241,1990,66.00473366,33.83523073,43.74353149,33.03970582
Afghanistan,Israel,2724,1990,66.00473366,33.83523073,35.00444693,31.46110101
Afghanistan,Jordan,74,1990,66.00473366,33.83523073,36.77136104,31.24579091
Afghanistan,Kuwait,1334,1990,66.00473366,33.83523073,47.58700459,29.33431262
Afghanistan,Qatar,384,1990,66.00473366,33.83523073,51.18479632,25.30601188
Afghanistan,Turkey,7652,1990,66.00473366,33.83523073,35.16895346,39.0616029
Afghanistan,Tajikistan,8485,1990,66.00473366,33.83523073,71.01362631,38.5304539
Afghanistan,Turkmenistan,321,1990,66.00473366,33.83523073,59.37100021,39.11554137
Afghanistan,India,14159,1990,66.00473366,33.83523073,79.6119761,22.88578212
Afghanistan,Pakistan,3374973,1990,66.00473366,33.83523073,69.33957937,29.9497515
Afghanistan,Malaysia,32,1990,66.00473366,33.83523073,109.6976228,3.789868456
Afghanistan,Philippines,25,1990,66.00473366,33.83523073,122.8839325,11.77536778
Afghanistan,Nicaragua,27,1990,66.00473366,33.83523073,-85.0305297,12.84709429
Afghanistan,Argentina,20,1990,66.00473366,33.83523073,-65.17980693,-35.3813488
Afghanistan,Colombia,107,1990,66.00473366,33.83523073,-73.08114582,3.913834307
Afghanistan,Ecuador,18,1990,66.00473366,33.83523073,-78.75201923,-1.423816125
Afghanistan,Australia,2729,1990,66.00473366,33.83523073,134.4910001,-25.73288704
Afghanistan,Belarus,140,1990,66.00473366,33.83523073,28.03209307,53.53131377
Afghanistan,Bulgaria,222,1990,66.00473366,33.83523073,25.21552909,42.76890318
Afghanistan,Hungary,274,1990,66.00473366,33.83523073,19.39559116,47.16277506
Afghanistan,Poland,219,1990,66.00473366,33.83523073,19.39012835,52.12759564
Afghanistan,Slovakia,26,1990,66.00473366,33.83523073,19.47905218,48.70547528
Afghanistan,Ukraine,2552,1990,66.00473366,33.83523073,31.38326469,48.99656673
Afghanistan,Denmark,354,1990,66.00473366,33.83523073,10.02800992,55.98125296
Afghanistan,Finland,4,1990,66.00473366,33.83523073,26.2746656,64.49884603
Afghanistan,Iceland,1,1990,66.00473366,33.83523073,-18.57396167,64.99575386
Afghanistan,Ireland,29,1990,66.00473366,33.83523073,-8.137935687,53.1754487
Afghanistan,Latvia,20,1990,66.00473366,33.83523073,24.91235983,56.85085163
Afghanistan,Lithuania,40,1990,66.00473366,33.83523073,23.88719355,55.32610984
Afghanistan,Norway,253,1990,66.00473366,33.83523073,15.34834656,68.75015572
Afghanistan,Sweden,3368,1990,66.00473366,33.83523073,16.74558049,62.77966519
Afghanistan,Greece,621,1990,66.00473366,33.83523073,22.95555794,39.07469623
Afghanistan,Italy,271,1990,66.00473366,33.83523073,12.07001339,42.79662641
Afghanistan,Slovenia,1,1990,66.00473366,33.83523073,14.80444238,46.11554772
Afghanistan,Spain,24,1990,66.00473366,33.83523073,-3.647550473,40.24448698
Afghanistan,Austria,4748,1990,66.00473366,33.83523073,14.1264761,47.58549439
Afghanistan,Belgium,93,1990,66.00473366,33.83523073,4.640651139,50.63981576
Afghanistan,France,3346,1990,66.00473366,33.83523073,-2.761729445,42.17344011
Afghanistan,Germany,33279,1990,66.00473366,33.83523073,10.38578051,51.10698181
Afghanistan,Netherlands,9865,1990,66.00473366,33.83523073,5.28144793,52.1007899
Afghanistan,Switzerland,1756,1990,66.00473366,33.83523073,8.208674706,46.79785878
Afghanistan,Canada,5321,1990,66.00473366,33.83523073,-98.30777028,61.36206324
Albania,Egypt,111,1990,20.04983396,41.14244989,29.86190099,26.49593311
Albania,Libya,315,1990,20.04983396,41.14244989,18.00866169,27.03094495
Albania,Cyprus,69,1990,20.04983396,41.14244989,33.0060022,34.91667211
Albania,Turkey,801,1990,20.04983396,41.14244989,35.16895346,39.0616029
Albania,Philippines,421,1990,20.04983396,41.14244989,122.8839325,11.77536778
Albania,Cuba,242,1990,20.04983396,41.14244989,-79.01605384,21.62289528
Albania,Argentina,148,1990,20.04983396,41.14244989,-65.17980693,-35.3813488
Albania,Chile,23,1990,20.04983396,41.14244989,-71.38256213,-37.73070989
Albania,Colombia,57,1990,20.04983396,41.14244989,-73.08114582,3.913834307
Albania,Ecuador,8,1990,20.04983396,41.14244989,-78.75201923,-1.423816125
Albania,Australia,984,1990,20.04983396,41.14244989,134.4910001,-25.73288704
Albania,Bulgaria,103,1990,20.04983396,41.14244989,25.21552909,42.76890318
Albania,Hungary,96,1990,20.04983396,41.14244989,19.39559116,47.16277506
Albania,Poland,82,1990,20.04983396,41.14244989,19.39012835,52.12759564
Albania,Romania,591,1990,20.04983396,41.14244989,24.97293039,45.85243127
Albania,Slovakia,6,1990,20.04983396,41.14244989,19.47905218,48.70547528
Albania,Denmark,5,1990,20.04983396,41.14244989,10.02800992,55.98125296
Albania,Iceland,10,1990,20.04983396,41.14244989,-18.57396167,64.99575386
Albania,Ireland,57,1990,20.04983396,41.14244989,-8.137935687,53.1754487
Albania,Latvia,4,1990,20.04983396,41.14244989,24.91235983,56.85085163
Albania,Norway,21,1990,20.04983396,41.14244989,15.34834656,68.75015572
Albania,Sweden,293,1990,20.04983396,41.14244989,16.74558049,62.77966519
Albania,Greece,63963,1990,20.04983396,41.14244989,22.95555794,39.07469623
Albania,Italy,44935,1990,20.04983396,41.14244989,12.07001339,42.79662641
Albania,Malta,16,1990,20.04983396,41.14244989,14.40523316,35.92149632
Albania,Montenegro,-,1990,20.04983396,41.14244989,19.23883939,42.78890259
Albania,Portugal,11,1990,20.04983396,41.14244989,-8.501043613,39.59550671
Albania,Slovenia,15,1990,20.04983396,41.14244989,14.80444238,46.11554772
Albania,Spain,162,1990,20.04983396,41.14244989,-3.647550473,40.24448698
Albania,Austria,1733,1990,20.04983396,41.14244989,14.1264761,47.58549439
Albania,Belgium,2157,1990,20.04983396,41.14244989,4.640651139,50.63981576
Albania,France,3391,1990,20.04983396,41.14244989,-2.761729445,42.17344011
Albania,Germany,5211,1990,20.04983396,41.14244989,10.38578051,51.10698181
Albania,Luxembourg,290,1990,20.04983396,41.14244989,6.071822011,49.76725361
Albania,Netherlands,181,1990,20.04983396,41.14244989,5.28144793,52.1007899
Albania,Switzerland,1333,1990,20.04983396,41.14244989,8.208674706,46.79785878
Albania,Canada,398,1990,20.04983396,41.14244989,-98.30777028,61.36206324
Algeria,Uganda,35,1990,2.617323009,28.15893849,32.36907971,1.274692987
Algeria,Gabon,34,1990,2.617323009,28.15893849,11.7886287,-0.58660025
Algeria,Namibia,716,1990,2.617323009,28.15893849,17.20963567,-22.13032568
Algeria,Ghana,7,1990,2.617323009,28.15893849,-1.216765658,7.953456435
Algeria,Mali,380,1990,2.617323009,28.15893849,-3.542690649,17.34581581
Algeria,Mauritania,1450,1990,2.617323009,28.15893849,-10.34779815,20.25736706
Algeria,Niger,293,1990,2.617323009,28.15893849,9.385458815,17.41912493
Algeria,Senegal,3464,1990,2.617323009,28.15893849,-14.4734924,14.36624173
Algeria,Egypt,543,1990,2.617323009,28.15893849,29.86190099,26.49593311
Algeria,Libya,1551,1990,2.617323009,28.15893849,18.00866169,27.03094495
Algeria,Morocco,9188,1990,2.617323009,28.15893849,-8.456157948,29.83762955
Algeria,Tunisia,13757,1990,2.617323009,28.15893849,9.552883589,34.11956246
Algeria,Cyprus,9,1990,2.617323009,28.15893849,33.0060022,34.91667211
Algeria,Israel,19544,1990,2.617323009,28.15893849,35.00444693,31.46110101
Algeria,Jordan,222,1990,2.617323009,28.15893849,36.77136104,31.24579091
Algeria,Turkey,156,1990,2.617323009,28.15893849,35.16895346,39.0616029
Algeria,Tajikistan,198,1990,2.617323009,28.15893849,71.01362631,38.5304539
Algeria,Philippines,795,1990,2.617323009,28.15893849,122.8839325,11.77536778
Algeria,Cuba,103,1990,2.617323009,28.15893849,-79.01605384,21.62289528
Algeria,Mexico,47,1990,2.617323009,28.15893849,-102.5234517,23.94753724
Algeria,Nicaragua,50,1990,2.617323009,28.15893849,-85.0305297,12.84709429
Algeria,Argentina,229,1990,2.617323009,28.15893849,-65.17980693,-35.3813488
Algeria,Chile,45,1990,2.617323009,28.15893849,-71.38256213,-37.73070989
Algeria,Colombia,17,1990,2.617323009,28.15893849,-73.08114582,3.913834307
Algeria,Ecuador,16,1990,2.617323009,28.15893849,-78.75201923,-1.423816125
Algeria,Peru,10,1990,2.617323009,28.15893849,-74.38242685,-9.152803813
Algeria,Australia,665,1990,2.617323009,28.15893849,134.4910001,-25.73288704
Algeria,Belarus,27,1990,2.617323009,28.15893849,28.03209307,53.53131377
Algeria,Bulgaria,32,1990,2.617323009,28.15893849,25.21552909,42.76890318
Algeria,Hungary,263,1990,2.617323009,28.15893849,19.39559116,47.16277506
Algeria,Poland,643,1990,2.617323009,28.15893849,19.39012835,52.12759564
Algeria,Romania,3,1990,2.617323009,28.15893849,24.97293039,45.85243127
Algeria,Slovakia,8,1990,2.617323009,28.15893849,19.47905218,48.70547528
Algeria,Denmark,526,1990,2.617323009,28.15893849,10.02800992,55.98125296
Algeria,Finland,233,1990,2.617323009,28.15893849,26.2746656,64.49884603
Algeria,Iceland,10,1990,2.617323009,28.15893849,-18.57396167,64.99575386
Algeria,Ireland,113,1990,2.617323009,28.15893849,-8.137935687,53.1754487
Algeria,Latvia,6,1990,2.617323009,28.15893849,24.91235983,56.85085163
Algeria,Norway,448,1990,2.617323009,28.15893849,15.34834656,68.75015572
Algeria,Sweden,1320,1990,2.617323009,28.15893849,16.74558049,62.77966519
Algeria,Greece,203,1990,2.617323009,28.15893849,22.95555794,39.07469623
Algeria,Italy,6171,1990,2.617323009,28.15893849,12.07001339,42.79662641
Algeria,Malta,21,1990,2.617323009,28.15893849,14.40523316,35.92149632
Algeria,Portugal,55,1990,2.617323009,28.15893849,-8.501043613,39.59550671
Algeria,Slovenia,4,1990,2.617323009,28.15893849,14.80444238,46.11554772
Algeria,Spain,11518,1990,2.617323009,28.15893849,-3.647550473,40.24448698
Algeria,Austria,711,1990,2.617323009,28.15893849,14.1264761,47.58549439
Algeria,Belgium,26077,1990,2.617323009,28.15893849,4.640651139,50.63981576
Algeria,France,788914,1990,2.617323009,28.15893849,-2.761729445,42.17344011
Algeria,Germany,8493,1990,2.617323009,28.15893849,10.38578051,51.10698181
Algeria,Luxembourg,98,1990,2.617323009,28.15893849,6.071822011,49.76725361
Algeria,Netherlands,1764,1990,2.617323009,28.15893849,5.28144793,52.1007899
Algeria,Switzerland,5334,1990,2.617323009,28.15893849,8.208674706,46.79785878
Algeria,Canada,3743,1990,2.617323009,28.15893849,-98.30777028,61.36206324
Andorra,Argentina,1,1990,1.560543779,42.54229102,-65.17980693,-35.3813488
Andorra,Chile,10,1990,1.560543779,42.54229102,-71.38256213,-37.73070989
Andorra,Colombia,42,1990,1.560543779,42.54229102,-73.08114582,3.913834307
Andorra,Australia,333,1990,1.560543779,42.54229102,134.4910001,-25.73288704
Andorra,Denmark,1,1990,1.560543779,42.54229102,10.02800992,55.98125296
Andorra,Finland,1,1990,1.560543779,42.54229102,26.2746656,64.49884603
Andorra,Greece,6,1990,1.560543779,42.54229102,22.95555794,39.07469623
Andorra,Italy,2,1990,1.560543779,42.54229102,12.07001339,42.79662641
Andorra,Portugal,122,1990,1.560543779,42.54229102,-8.501043613,39.59550671
Andorra,Spain,2008,1990,1.560543779,42.54229102,-3.647550473,40.24448698
Andorra,Austria,1,1990,1.560543779,42.54229102,14.1264761,47.58549439
Andorra,France,1233,1990,1.560543779,42.54229102,-2.761729445,42.17344011
Andorra,Switzerland,20,1990,1.560543779,42.54229102,8.208674706,46.79785878
Angola,Eritrea,247,1990,17.53736768,-12.29336054,38.84617011,15.36186618
Angola,Mozambique,14337,1990,17.53736768,-12.29336054,35.53367543,-17.27381643
Angola,Zambia,123807,1990,17.53736768,-12.29336054,27.77475946,-13.45824152
Angola,Gabon,342,1990,17.53736768,-12.29336054,11.7886287,-0.58660025
Angola,Botswana,551,1990,17.53736768,-12.29336054,23.79853368,-22.18403213
Angola,Namibia,24028,1990,17.53736768,-12.29336054,17.20963567,-22.13032568
Angola,Mali,70,1990,17.53736768,-12.29336054,-3.542690649,17.34581581
Angola,Egypt,23,1990,17.53736768,-12.29336054,29.86190099,26.49593311
Angola,Philippines,581,1990,17.53736768,-12.29336054,122.8839325,11.77536778
Angola,Cuba,218,1990,17.53736768,-12.29336054,-79.01605384,21.62289528
Angola,Mexico,39,1990,17.53736768,-12.29336054,-102.5234517,23.94753724
Angola,Argentina,20,1990,17.53736768,-12.29336054,-65.17980693,-35.3813488
Angola,Brazil,4868,1990,17.53736768,-12.29336054,-53.09783113,-10.78777702
Angola,Chile,7,1990,17.53736768,-12.29336054,-71.38256213,-37.73070989
Angola,Colombia,49,1990,17.53736768,-12.29336054,-73.08114582,3.913834307
Angola,Ecuador,14,1990,17.53736768,-12.29336054,-78.75201923,-1.423816125
Angola,Peru,8,1990,17.53736768,-12.29336054,-74.38242685,-9.152803813
Angola,Australia,310,1990,17.53736768,-12.29336054,134.4910001,-25.73288704
Angola,Bulgaria,4,1990,17.53736768,-12.29336054,25.21552909,42.76890318
Angola,Hungary,32,1990,17.53736768,-12.29336054,19.39559116,47.16277506
Angola,Poland,38,1990,17.53736768,-12.29336054,19.39012835,52.12759564
Angola,Slovakia,11,1990,17.53736768,-12.29336054,19.47905218,48.70547528
Angola,Denmark,48,1990,17.53736768,-12.29336054,10.02800992,55.98125296
Angola,Finland,4,1990,17.53736768,-12.29336054,26.2746656,64.49884603
Angola,Iceland,10,1990,17.53736768,-12.29336054,-18.57396167,64.99575386
Angola,Ireland,92,1990,17.53736768,-12.29336054,-8.137935687,53.1754487
Angola,Latvia,1,1990,17.53736768,-12.29336054,24.91235983,56.85085163
Angola,Norway,30,1990,17.53736768,-12.29336054,15.34834656,68.75015572
Angola,Sweden,340,1990,17.53736768,-12.29336054,16.74558049,62.77966519
Angola,Greece,20,1990,17.53736768,-12.29336054,22.95555794,39.07469623
Angola,Italy,304,1990,17.53736768,-12.29336054,12.07001339,42.79662641
Angola,Portugal,141573,1990,17.53736768,-12.29336054,-8.501043613,39.59550671
Angola,Spain,1201,1990,17.53736768,-12.29336054,-3.647550473,40.24448698
Angola,Austria,188,1990,17.53736768,-12.29336054,14.1264761,47.58549439
Angola,Belgium,1282,1990,17.53736768,-12.29336054,4.640651139,50.63981576
Angola,France,11499,1990,17.53736768,-12.29336054,-2.761729445,42.17344011
Angola,Netherlands,1727,1990,17.53736768,-12.29336054,5.28144793,52.1007899
Angola,Switzerland,3772,1990,17.53736768,-12.29336054,8.208674706,46.79785878
Angola,Canada,1266,1990,17.53736768,-12.29336054,-98.30777028,61.36206324
Anguilla,Dominica,7,1990,-63.06498927,18.2239595,-61.357726,15.4394702
Anguilla,Chile,8,1990,-63.06498927,18.2239595,-71.38256213,-37.73070989
Anguilla,Colombia,39,1990,-63.06498927,18.2239595,-73.08114582,3.913834307
Anguilla,Bulgaria,10,1990,-63.06498927,18.2239595,25.21552909,42.76890318
Anguilla,Latvia,4,1990,-63.06498927,18.2239595,24.91235983,56.85085163
Anguilla,Greece,6,1990,-63.06498927,18.2239595,22.95555794,39.07469623
Anguilla,France,8,1990,-63.06498927,18.2239595,-2.761729445,42.17344011
Anguilla,Netherlands,7,1990,-63.06498927,18.2239595,5.28144793,52.1007899
Anguilla,Canada,106,1990,-63.06498927,18.2239595,-98.30777028,61.36206324
Argentina,Namibia,74,1990,-65.17980693,-35.3813488,17.20963567,-22.13032568
Argentina,Mauritania,60,1990,-65.17980693,-35.3813488,-10.34779815,20.25736706
Argentina,Egypt,322,1990,-65.17980693,-35.3813488,29.86190099,26.49593311
Argentina,Cyprus,21,1990,-65.17980693,-35.3813488,33.0060022,34.91667211
Argentina,Israel,25526,1990,-65.17980693,-35.3813488,35.00444693,31.46110101
Argentina,Turkey,34,1990,-65.17980693,-35.3813488,35.16895346,39.0616029
Argentina,Japan,2657,1990,-65.17980693,-35.3813488,138.0308956,37.59230135
Argentina,Philippines,32,1990,-65.17980693,-35.3813488,122.8839325,11.77536778
Argentina,Cuba,373,1990,-65.17980693,-35.3813488,-79.01605384,21.62289528
Argentina,Haiti,466,1990,-65.17980693,-35.3813488,-72.68527509,18.93502563
Argentina,Guatemala,285,1990,-65.17980693,-35.3813488,-90.36482009,15.69403664
Argentina,Honduras,145,1990,-65.17980693,-35.3813488,-86.6151661,14.82688165
Argentina,Mexico,4340,1990,-65.17980693,-35.3813488,-102.5234517,23.94753724
Argentina,Nicaragua,185,1990,-65.17980693,-35.3813488,-85.0305297,12.84709429
Argentina,Panama,580,1990,-65.17980693,-35.3813488,-80.11915156,8.517507975
Argentina,Brazil,28350,1990,-65.17980693,-35.3813488,-53.09783113,-10.78777702
Argentina,Chile,32696,1990,-65.17980693,-35.3813488,-71.38256213,-37.73070989
Argentina,Colombia,2359,1990,-65.17980693,-35.3813488,-73.08114582,3.913834307
Argentina,Ecuador,1669,1990,-65.17980693,-35.3813488,-78.75201923,-1.423816125
Argentina,Paraguay,50447,1990,-65.17980693,-35.3813488,-58.40013703,-23.22823913
Argentina,Peru,7080,1990,-65.17980693,-35.3813488,-74.38242685,-9.152803813
Argentina,Uruguay,14559,1990,-65.17980693,-35.3813488,-56.01807053,-32.79951534
Argentina,Australia,13155,1990,-65.17980693,-35.3813488,134.4910001,-25.73288704
Argentina,Belarus,76,1990,-65.17980693,-35.3813488,28.03209307,53.53131377
Argentina,Bulgaria,7,1990,-65.17980693,-35.3813488,25.21552909,42.76890318
Argentina,Hungary,22,1990,-65.17980693,-35.3813488,19.39559116,47.16277506
Argentina,Poland,251,1990,-65.17980693,-35.3813488,19.39012835,52.12759564
Argentina,Romania,10,1990,-65.17980693,-35.3813488,24.97293039,45.85243127
Argentina,Slovakia,20,1990,-65.17980693,-35.3813488,19.47905218,48.70547528
Argentina,Denmark,833,1990,-65.17980693,-35.3813488,10.02800992,55.98125296
Argentina,Finland,107,1990,-65.17980693,-35.3813488,26.2746656,64.49884603
Argentina,Iceland,5,1990,-65.17980693,-35.3813488,-18.57396167,64.99575386
Argentina,Ireland,63,1990,-65.17980693,-35.3813488,-8.137935687,53.1754487
Argentina,Latvia,9,1990,-65.17980693,-35.3813488,24.91235983,56.85085163
Argentina,Lithuania,83,1990,-65.17980693,-35.3813488,23.88719355,55.32610984
Argentina,Norway,445,1990,-65.17980693,-35.3813488,15.34834656,68.75015572
Argentina,Sweden,1913,1990,-65.17980693,-35.3813488,16.74558049,62.77966519
Argentina,Andorra,86,1990,-65.17980693,-35.3813488,1.560543779,42.54229102
Argentina,Croatia,143,1990,-65.17980693,-35.3813488,16.40412899,45.08047631
Argentina,Greece,641,1990,-65.17980693,-35.3813488,22.95555794,39.07469623
Argentina,Italy,31345,1990,-65.17980693,-35.3813488,12.07001339,42.79662641
Argentina,Malta,7,1990,-65.17980693,-35.3813488,14.40523316,35.92149632
Argentina,Portugal,303,1990,-65.17980693,-35.3813488,-8.501043613,39.59550671
Argentina,Slovenia,92,1990,-65.17980693,-35.3813488,14.80444238,46.11554772
Argentina,Spain,42923,1990,-65.17980693,-35.3813488,-3.647550473,40.24448698
Argentina,Austria,839,1990,-65.17980693,-35.3813488,14.1264761,47.58549439
Argentina,Belgium,1156,1990,-65.17980693,-35.3813488,4.640651139,50.63981576
Argentina,France,10137,1990,-65.17980693,-35.3813488,-2.761729445,42.17344011
Argentina,Germany,4499,1990,-65.17980693,-35.3813488,10.38578051,51.10698181
Argentina,Luxembourg,38,1990,-65.17980693,-35.3813488,6.071822011,49.76725361
Argentina,Netherlands,1614,1990,-65.17980693,-35.3813488,5.28144793,52.1007899
Argentina,Switzerland,4509,1990,-65.17980693,-35.3813488,8.208674706,46.79785878
Argentina,Canada,10660,1990,-65.17980693,-35.3813488,-98.30777028,61.36206324
Armenia,Namibia,94,1990,44.92993276,40.28952569,17.20963567,-22.13032568
Armenia,Egypt,179,1990,44.92993276,40.28952569,29.86190099,26.49593311
Armenia,Libya,511,1990,44.92993276,40.28952569,18.00866169,27.03094495
Armenia,Azerbaijan,202586,1990,44.92993276,40.28952569,47.54599879,40.28827235
Armenia,Cyprus,292,1990,44.92993276,40.28952569,33.0060022,34.91667211
Armenia,Georgia,4039,1990,44.92993276,40.28952569,43.50780252,42.16855755
Armenia,Jordan,26,1990,44.92993276,40.28952569,36.77136104,31.24579091
Armenia,Turkey,192,1990,44.92993276,40.28952569,35.16895346,39.0616029
Armenia,Kazakhstan,7596,1990,44.92993276,40.28952569,67.29149357,48.15688067
Armenia,Kyrgyzstan,7381,1990,44.92993276,40.28952569,74.54165513,41.46221943
Armenia,Tajikistan,257,1990,44.92993276,40.28952569,71.01362631,38.5304539
Armenia,Turkmenistan,11254,1990,44.92993276,40.28952569,59.37100021,39.11554137
Armenia,Uzbekistan,9213,1990,44.92993276,40.28952569,63.14001528,41.75554225
Armenia,Philippines,31,1990,44.92993276,40.28952569,122.8839325,11.77536778
Armenia,Mexico,60,1990,44.92993276,40.28952569,-102.5234517,23.94753724
Armenia,Argentina,1236,1990,44.92993276,40.28952569,-65.17980693,-35.3813488
Armenia,Chile,21,1990,44.92993276,40.28952569,-71.38256213,-37.73070989
Armenia,Ecuador,13,1990,44.92993276,40.28952569,-78.75201923,-1.423816125
Armenia,Australia,388,1990,44.92993276,40.28952569,134.4910001,-25.73288704
Armenia,Belarus,6645,1990,44.92993276,40.28952569,28.03209307,53.53131377
Armenia,Bulgaria,1207,1990,44.92993276,40.28952569,25.21552909,42.76890318
Armenia,Hungary,186,1990,44.92993276,40.28952569,19.39559116,47.16277506
Armenia,Poland,1181,1990,44.92993276,40.28952569,19.39012835,52.12759564
Armenia,Romania,1,1990,44.92993276,40.28952569,24.97293039,45.85243127
Armenia,Slovakia,37,1990,44.92993276,40.28952569,19.47905218,48.70547528
Armenia,Ukraine,35141,1990,44.92993276,40.28952569,31.38326469,48.99656673
Armenia,Denmark,400,1990,44.92993276,40.28952569,10.02800992,55.98125296
Armenia,Estonia,715,1990,44.92993276,40.28952569,25.54248537,58.67192972
Armenia,Iceland,2,1990,44.92993276,40.28952569,-18.57396167,64.99575386
Armenia,Ireland,10,1990,44.92993276,40.28952569,-8.137935687,53.1754487
Armenia,Latvia,1552,1990,44.92993276,40.28952569,24.91235983,56.85085163
Armenia,Lithuania,815,1990,44.92993276,40.28952569,23.88719355,55.32610984
Armenia,Norway,4,1990,44.92993276,40.28952569,15.34834656,68.75015572
Armenia,Sweden,267,1990,44.92993276,40.28952569,16.74558049,62.77966519
Armenia,Greece,12148,1990,44.92993276,40.28952569,22.95555794,39.07469623
Armenia,Italy,25,1990,44.92993276,40.28952569,12.07001339,42.79662641
Armenia,Malta,11,1990,44.92993276,40.28952569,14.40523316,35.92149632
Armenia,Portugal,16,1990,44.92993276,40.28952569,-8.501043613,39.59550671
Armenia,Spain,282,1990,44.92993276,40.28952569,-3.647550473,40.24448698
Armenia,Austria,1681,1990,44.92993276,40.28952569,14.1264761,47.58549439
Armenia,Belgium,7,1990,44.92993276,40.28952569,4.640651139,50.63981576
Armenia,France,6547,1990,44.92993276,40.28952569,-2.761729445,42.17344011
Armenia,Germany,5581,1990,44.92993276,40.28952569,10.38578051,51.10698181
Armenia,Netherlands,43,1990,44.92993276,40.28952569,5.28144793,52.1007899
Armenia,Switzerland,374,1990,44.92993276,40.28952569,8.208674706,46.79785878
Armenia,Canada,1771,1990,44.92993276,40.28952569,-98.30777028,61.36206324
Aruba,Philippines,9,1990,-69.98267711,12.52088038,122.8839325,11.77536778
Aruba,Dominica,17,1990,-69.98267711,12.52088038,-61.357726,15.4394702
Aruba,Argentina,1,1990,-69.98267711,12.52088038,-65.17980693,-35.3813488
Aruba,Chile,50,1990,-69.98267711,12.52088038,-71.38256213,-37.73070989
Aruba,Colombia,283,1990,-69.98267711,12.52088038,-73.08114582,3.913834307
Aruba,Australia,26,1990,-69.98267711,12.52088038,134.4910001,-25.73288704
Aruba,Bulgaria,1,1990,-69.98267711,12.52088038,25.21552909,42.76890318
Aruba,Denmark,5,1990,-69.98267711,12.52088038,10.02800992,55.98125296
Aruba,Ireland,1,1990,-69.98267711,12.52088038,-8.137935687,53.1754487
Aruba,Latvia,1,1990,-69.98267711,12.52088038,24.91235983,56.85085163
Aruba,Greece,41,1990,-69.98267711,12.52088038,22.95555794,39.07469623
Aruba,France,10,1990,-69.98267711,12.52088038,-2.761729445,42.17344011
Aruba,Netherlands,557,1990,-69.98267711,12.52088038,5.28144793,52.1007899
Aruba,Canada,523,1990,-69.98267711,12.52088038,-98.30777028,61.36206324
Australia,Seychelles,67,1990,134.4910001,-25.73288704,55.47603279,-4.660990935
Australia,Zambia,81,1990,134.4910001,-25.73288704,27.77475946,-13.45824152
Australia,Botswana,120,1990,134.4910001,-25.73288704,23.79853368,-22.18403213
Australia,Namibia,793,1990,134.4910001,-25.73288704,17.20963567,-22.13032568
Australia,Ghana,17,1990,134.4910001,-25.73288704,-1.216765658,7.953456435
Australia,Egypt,525,1990,134.4910001,-25.73288704,29.86190099,26.49593311
Australia,Libya,1499,1990,134.4910001,-25.73288704,18.00866169,27.03094495
Australia,Cyprus,741,1990,134.4910001,-25.73288704,33.0060022,34.91667211
Australia,Israel,2102,1990,134.4910001,-25.73288704,35.00444693,31.46110101
Australia,Jordan,188,1990,134.4910001,-25.73288704,36.77136104,31.24579091
Australia,Turkey,2910,1990,134.4910001,-25.73288704,35.16895346,39.0616029
Australia,Bhutan,12,1990,134.4910001,-25.73288704,90.40188155,27.41106589
Australia,India,3116,1990,134.4910001,-25.73288704,79.6119761,22.88578212
Australia,Maldives,37,1990,134.4910001,-25.73288704,73.45713004,3.7287092
Australia,China,2417,1990,134.4910001,-25.73288704,103.8190735,36.56176546
Australia,Japan,3976,1990,134.4910001,-25.73288704,138.0308956,37.59230135
Australia,Mongolia,3,1990,134.4910001,-25.73288704,103.0529976,46.82681544
Australia,Cambodia,54,1990,134.4910001,-25.73288704,104.9069432,12.72004786
Australia,Indonesia,5963,1990,134.4910001,-25.73288704,117.2401137,-2.215054563
Australia,Malaysia,1851,1990,134.4910001,-25.73288704,109.6976228,3.789868456
Australia,Philippines,943,1990,134.4910001,-25.73288704,122.8839325,11.77536778
Australia,Singapore,2913,1990,134.4910001,-25.73288704,103.8172559,1.358760871
Australia,Thailand,593,1990,134.4910001,-25.73288704,101.0028813,15.11815794
Australia,Barbados,24,1990,134.4910001,-25.73288704,-59.559797,13.18145428
Australia,Dominica,3,1990,134.4910001,-25.73288704,-61.357726,15.4394702
Australia,Guatemala,47,1990,134.4910001,-25.73288704,-90.36482009,15.69403664
Australia,Mexico,116,1990,134.4910001,-25.73288704,-102.5234517,23.94753724
Australia,Panama,115,1990,134.4910001,-25.73288704,-80.11915156,8.517507975
Australia,Argentina,625,1990,134.4910001,-25.73288704,-65.17980693,-35.3813488
Australia,Brazil,297,1990,134.4910001,-25.73288704,-53.09783113,-10.78777702
Australia,Chile,675,1990,134.4910001,-25.73288704,-71.38256213,-37.73070989
Australia,Colombia,202,1990,134.4910001,-25.73288704,-73.08114582,3.913834307
Australia,Ecuador,125,1990,134.4910001,-25.73288704,-78.75201923,-1.423816125
