origin,id_origin,destination,id_destination,migrant_stock,year,long_o,lat_o,long_d,lat_d
Afghanistan,AFG,Namibia,NAM,64,1990,66.00473366,33.83523073,17.20963567,-22.13032568
Afghanistan,AFG,Egypt,EGY,237,1990,66.00473366,33.83523073,29.86190099,26.49593311
Afghanistan,AFG,Libya,LBY,677,1990,66.00473366,33.83523073,18.00866169,27.03094495
Afghanistan,AFG,Azerbaijan,AZE,254,1990,66.00473366,33.83523073,47.54599879,40.28827235
Afghanistan,AFG,Bahrain,BHR,215,1990,66.00473366,33.83523073,50.54196932,26.04205135
Afghanistan,AFG,Cyprus,CYP,2,1990,66.00473366,33.83523073,33.0060022,34.91667211
Afghanistan,AFG,Iraq,IRQ,241,1990,66.00473366,33.83523073,43.74353149,33.03970582
Afghanistan,AFG,Israel,ISR,2724,1990,66.00473366,33.83523073,35.00444693,31.46110101
Afghanistan,AFG,Jordan,JOR,74,1990,66.00473366,33.83523073,36.77136104,31.24579091
Afghanistan,AFG,Kuwait,KWT,1334,1990,66.00473366,33.83523073,47.58700459,29.33431262
Afghanistan,AFG,Qatar,QAT,384,1990,66.00473366,33.83523073,51.18479632,25.30601188
Afghanistan,AFG,Turkey,TUR,7652,1990,66.00473366,33.83523073,35.16895346,39.0616029
Afghanistan,AFG,Tajikistan,TJK,8485,1990,66.00473366,33.83523073,71.01362631,38.5304539
Afghanistan,AFG,Turkmenistan,TKM,321,1990,66.00473366,33.83523073,59.37100021,39.11554137
Afghanistan,AFG,India,IND,14159,1990,66.00473366,33.83523073,79.6119761,22.88578212
Afghanistan,AFG,Pakistan,PAK,3374973,1990,66.00473366,33.83523073,69.33957937,29.9497515
Afghanistan,AFG,Malaysia,MYS,32,1990,66.00473366,33.83523073,109.6976228,3.789868456
Afghanistan,AFG,Philippines,PHL,25,1990,66.00473366,33.83523073,122.8839325,11.77536778
Afghanistan,AFG,Nicaragua,NIC,27,1990,66.00473366,33.83523073,-85.0305297,12.84709429
Afghanistan,AFG,Argentina,ARG,20,1990,66.00473366,33.83523073,-65.17980693,-35.3813488
Afghanistan,AFG,Colombia,COL,107,1990,66.00473366,33.83523073,-73.08114582,3.913834307
Afghanistan,AFG,Ecuador,ECU,18,1990,66.00473366,33.83523073,-78.75201923,-1.423816125
Afghanistan,AFG,Australia,AUS,2729,1990,66.00473366,33.83523073,134.4910001,-25.73288704
Afghanistan,AFG,Belarus,BLR,140,1990,66.00473366,33.83523073,28.03209307,53.53131377
Afghanistan,AFG,Bulgaria,BGR,222,1990,66.00473366,33.83523073,25.21552909,42.76890318
Afghanistan,AFG,Hungary,HUN,274,1990,66.00473366,33.83523073,19.39559116,47.16277506
Afghanistan,AFG,Poland,POL,219,1990,66.00473366,33.83523073,19.39012835,52.12759564
Afghanistan,AFG,Slovakia,SVK,26,1990,66.00473366,33.83523073,19.47905218,48.70547528
Afghanistan,AFG,Ukraine,UKR,2552,1990,66.00473366,33.83523073,31.38326469,48.99656673
Afghanistan,AFG,Denmark,DNK,354,1990,66.00473366,33.83523073,10.02800992,55.98125296
Afghanistan,AFG,Finland,FIN,4,1990,66.00473366,33.83523073,26.2746656,64.49884603
Afghanistan,AFG,Iceland,ISL,1,1990,66.00473366,33.83523073,-18.57396167,64.99575386
Afghanistan,AFG,Ireland,IRL,29,1990,66.00473366,33.83523073,-8.137935687,53.1754487
Afghanistan,AFG,Latvia,LVA,20,1990,66.00473366,33.83523073,24.91235983,56.85085163
Afghanistan,AFG,Lithuania,LTU,40,1990,66.00473366,33.83523073,23.88719355,55.32610984
Afghanistan,AFG,Norway,NOR,253,1990,66.00473366,33.83523073,15.34834656,68.75015572
Afghanistan,AFG,Sweden,SWE,3368,1990,66.00473366,33.83523073,16.74558049,62.77966519
Afghanistan,AFG,Greece,GRC,621,1990,66.00473366,33.83523073,22.95555794,39.07469623
Afghanistan,AFG,Italy,ITA,271,1990,66.00473366,33.83523073,12.07001339,42.79662641
Afghanistan,AFG,Slovenia,SVN,1,1990,66.00473366,33.83523073,14.80444238,46.11554772
Afghanistan,AFG,Spain,ESP,24,1990,66.00473366,33.83523073,-3.647550473,40.24448698
Afghanistan,AFG,Austria,AUT,4748,1990,66.00473366,33.83523073,14.1264761,47.58549439
Afghanistan,AFG,Belgium,BEL,93,1990,66.00473366,33.83523073,4.640651139,50.63981576
Afghanistan,AFG,France,FRA,3346,1990,66.00473366,33.83523073,-2.761729445,42.17344011
Afghanistan,AFG,Germany,DEU,33279,1990,66.00473366,33.83523073,10.38578051,51.10698181
Afghanistan,AFG,Netherlands,NLD,9865,1990,66.00473366,33.83523073,5.28144793,52.1007899
Afghanistan,AFG,Switzerland,CHE,1756,1990,66.00473366,33.83523073,8.208674706,46.79785878
Afghanistan,AFG,Canada,CAN,5321,1990,66.00473366,33.83523073,-98.30777028,61.36206324
Albania,ALB,Egypt,EGY,111,1990,20.04983396,41.14244989,29.86190099,26.49593311
Albania,ALB,Libya,LBY,315,1990,20.04983396,41.14244989,18.00866169,27.03094495
Albania,ALB,Cyprus,CYP,69,1990,20.04983396,41.14244989,33.0060022,34.91667211
Albania,ALB,Turkey,TUR,801,1990,20.04983396,41.14244989,35.16895346,39.0616029
Albania,ALB,Philippines,PHL,421,1990,20.04983396,41.14244989,122.8839325,11.77536778
Albania,ALB,Cuba,CUB,242,1990,20.04983396,41.14244989,-79.01605384,21.62289528
Albania,ALB,Argentina,ARG,148,1990,20.04983396,41.14244989,-65.17980693,-35.3813488
Albania,ALB,Chile,CHL,23,1990,20.04983396,41.14244989,-71.38256213,-37.73070989
Albania,ALB,Colombia,COL,57,1990,20.04983396,41.14244989,-73.08114582,3.913834307
Albania,ALB,Ecuador,ECU,8,1990,20.04983396,41.14244989,-78.75201923,-1.423816125
Albania,ALB,Australia,AUS,984,1990,20.04983396,41.14244989,134.4910001,-25.73288704
Albania,ALB,Bulgaria,BGR,103,1990,20.04983396,41.14244989,25.21552909,42.76890318
Albania,ALB,Hungary,HUN,96,1990,20.04983396,41.14244989,19.39559116,47.16277506
Albania,ALB,Poland,POL,82,1990,20.04983396,41.14244989,19.39012835,52.12759564
Albania,ALB,Romania,ROU,591,1990,20.04983396,41.14244989,24.97293039,45.85243127
Albania,ALB,Slovakia,SVK,6,1990,20.04983396,41.14244989,19.47905218,48.70547528
Albania,ALB,Denmark,DNK,5,1990,20.04983396,41.14244989,10.02800992,55.98125296
Albania,ALB,Iceland,ISL,10,1990,20.04983396,41.14244989,-18.57396167,64.99575386
Albania,ALB,Ireland,IRL,57,1990,20.04983396,41.14244989,-8.137935687,53.1754487
Albania,ALB,Latvia,LVA,4,1990,20.04983396,41.14244989,24.91235983,56.85085163
Albania,ALB,Norway,NOR,21,1990,20.04983396,41.14244989,15.34834656,68.75015572
Albania,ALB,Sweden,SWE,293,1990,20.04983396,41.14244989,16.74558049,62.77966519
Albania,ALB,Greece,GRC,63963,1990,20.04983396,41.14244989,22.95555794,39.07469623
Albania,ALB,Italy,ITA,44935,1990,20.04983396,41.14244989,12.07001339,42.79662641
Albania,ALB,Malta,MLT,16,1990,20.04983396,41.14244989,14.40523316,35.92149632
Albania,ALB,Montenegro,MNE,-,1990,20.04983396,41.14244989,19.23883939,42.78890259
Albania,ALB,Portugal,PRT,11,1990,20.04983396,41.14244989,-8.501043613,39.59550671
Albania,ALB,Slovenia,SVN,15,1990,20.04983396,41.14244989,14.80444238,46.11554772
Albania,ALB,Spain,ESP,162,1990,20.04983396,41.14244989,-3.647550473,40.24448698
Albania,ALB,Austria,AUT,1733,1990,20.04983396,41.14244989,14.1264761,47.58549439
Albania,ALB,Belgium,BEL,2157,1990,20.04983396,41.14244989,4.640651139,50.63981576
Albania,ALB,France,FRA,3391,1990,20.04983396,41.14244989,-2.761729445,42.17344011
Albania,ALB,Germany,DEU,5211,1990,20.04983396,41.14244989,10.38578051,51.10698181
Albania,ALB,Luxembourg,LUX,290,1990,20.04983396,41.14244989,6.071822011,49.76725361
Albania,ALB,Netherlands,NLD,181,1990,20.04983396,41.14244989,5.28144793,52.1007899
Albania,ALB,Switzerland,CHE,1333,1990,20.04983396,41.14244989,8.208674706,46.79785878
Albania,ALB,Canada,CAN,398,1990,20.04983396,41.14244989,-98.30777028,61.36206324
Algeria,DZA,Uganda,UGA,35,1990,2.617323009,28.15893849,32.36907971,1.274692987
Algeria,DZA,Gabon,GAB,34,1990,2.617323009,28.15893849,11.7886287,-0.58660025
Algeria,DZA,Namibia,NAM,716,1990,2.617323009,28.15893849,17.20963567,-22.13032568
Algeria,DZA,Ghana,GHA,7,1990,2.617323009,28.15893849,-1.216765658,7.953456435
Algeria,DZA,Mali,MLI,380,1990,2.617323009,28.15893849,-3.542690649,17.34581581
Algeria,DZA,Mauritania,MRT,1450,1990,2.617323009,28.15893849,-10.34779815,20.25736706
Algeria,DZA,Niger,NER,293,1990,2.617323009,28.15893849,9.385458815,17.41912493
Algeria,DZA,Senegal,SEN,3464,1990,2.617323009,28.15893849,-14.4734924,14.36624173
Algeria,DZA,Egypt,EGY,543,1990,2.617323009,28.15893849,29.86190099,26.49593311
Algeria,DZA,Libya,LBY,1551,1990,2.617323009,28.15893849,18.00866169,27.03094495
Algeria,DZA,Morocco,MAR,9188,1990,2.617323009,28.15893849,-8.456157948,29.83762955
Algeria,DZA,Tunisia,TUN,13757,1990,2.617323009,28.15893849,9.552883589,34.11956246
Algeria,DZA,Cyprus,CYP,9,1990,2.617323009,28.15893849,33.0060022,34.91667211
Algeria,DZA,Israel,ISR,19544,1990,2.617323009,28.15893849,35.00444693,31.46110101
Algeria,DZA,Jordan,JOR,222,1990,2.617323009,28.15893849,36.77136104,31.24579091
Algeria,DZA,Turkey,TUR,156,1990,2.617323009,28.15893849,35.16895346,39.0616029
Algeria,DZA,Tajikistan,TJK,198,1990,2.617323009,28.15893849,71.01362631,38.5304539
Algeria,DZA,Philippines,PHL,795,1990,2.617323009,28.15893849,122.8839325,11.77536778
Algeria,DZA,Cuba,CUB,103,1990,2.617323009,28.15893849,-79.01605384,21.62289528
Algeria,DZA,Mexico,MEX,47,1990,2.617323009,28.15893849,-102.5234517,23.94753724
Algeria,DZA,Nicaragua,NIC,50,1990,2.617323009,28.15893849,-85.0305297,12.84709429
Algeria,DZA,Argentina,ARG,229,1990,2.617323009,28.15893849,-65.17980693,-35.3813488
Algeria,DZA,Chile,CHL,45,1990,2.617323009,28.15893849,-71.38256213,-37.73070989
Algeria,DZA,Colombia,COL,17,1990,2.617323009,28.15893849,-73.08114582,3.913834307
Algeria,DZA,Ecuador,ECU,16,1990,2.617323009,28.15893849,-78.75201923,-1.423816125
Algeria,DZA,Peru,PER,10,1990,2.617323009,28.15893849,-74.38242685,-9.152803813
Algeria,DZA,Australia,AUS,665,1990,2.617323009,28.15893849,134.4910001,-25.73288704
Algeria,DZA,Belarus,BLR,27,1990,2.617323009,28.15893849,28.03209307,53.53131377
Algeria,DZA,Bulgaria,BGR,32,1990,2.617323009,28.15893849,25.21552909,42.76890318
Algeria,DZA,Hungary,HUN,263,1990,2.617323009,28.15893849,19.39559116,47.16277506
Algeria,DZA,Poland,POL,643,1990,2.617323009,28.15893849,19.39012835,52.12759564
Algeria,DZA,Romania,ROU,3,1990,2.617323009,28.15893849,24.97293039,45.85243127
Algeria,DZA,Slovakia,SVK,8,1990,2.617323009,28.15893849,19.47905218,48.70547528
Algeria,DZA,Denmark,DNK,526,1990,2.617323009,28.15893849,10.02800992,55.98125296
Algeria,DZA,Finland,FIN,233,1990,2.617323009,28.15893849,26.2746656,64.49884603
Algeria,DZA,Iceland,ISL,10,1990,2.617323009,28.15893849,-18.57396167,64.99575386
Algeria,DZA,Ireland,IRL,113,1990,2.617323009,28.15893849,-8.137935687,53.1754487
Algeria,DZA,Latvia,LVA,6,1990,2.617323009,28.15893849,24.91235983,56.85085163
Algeria,DZA,Norway,NOR,448,1990,2.617323009,28.15893849,15.34834656,68.75015572
Algeria,DZA,Sweden,SWE,1320,1990,2.617323009,28.15893849,16.74558049,62.77966519
Algeria,DZA,Greece,GRC,203,1990,2.617323009,28.15893849,22.95555794,39.07469623
Algeria,DZA,Italy,ITA,6171,1990,2.617323009,28.15893849,12.07001339,42.79662641
Algeria,DZA,Malta,MLT,21,1990,2.617323009,28.15893849,14.40523316,35.92149632
Algeria,DZA,Portugal,PRT,55,1990,2.617323009,28.15893849,-8.501043613,39.59550671
Algeria,DZA,Slovenia,SVN,4,1990,2.617323009,28.15893849,14.80444238,46.11554772
Algeria,DZA,Spain,ESP,11518,1990,2.617323009,28.15893849,-3.647550473,40.24448698
Algeria,DZA,Austria,AUT,711,1990,2.617323009,28.15893849,14.1264761,47.58549439
Algeria,DZA,Belgium,BEL,26077,1990,2.617323009,28.15893849,4.640651139,50.63981576
Algeria,DZA,France,FRA,788914,1990,2.617323009,28.15893849,-2.761729445,42.17344011
Algeria,DZA,Germany,DEU,8493,1990,2.617323009,28.15893849,10.38578051,51.10698181
Algeria,DZA,Luxembourg,LUX,98,1990,2.617323009,28.15893849,6.071822011,49.76725361
Algeria,DZA,Netherlands,NLD,1764,1990,2.617323009,28.15893849,5.28144793,52.1007899
Algeria,DZA,Switzerland,CHE,5334,1990,2.617323009,28.15893849,8.208674706,46.79785878
Algeria,DZA,Canada,CAN,3743,1990,2.617323009,28.15893849,-98.30777028,61.36206324
Andorra,AND,Argentina,ARG,1,1990,1.560543779,42.54229102,-65.17980693,-35.3813488
Andorra,AND,Chile,CHL,10,1990,1.560543779,42.54229102,-71.38256213,-37.73070989
Andorra,AND,Colombia,COL,42,1990,1.560543779,42.54229102,-73.08114582,3.913834307
Andorra,AND,Australia,AUS,333,1990,1.560543779,42.54229102,134.4910001,-25.73288704
Andorra,AND,Denmark,DNK,1,1990,1.560543779,42.54229102,10.02800992,55.98125296
Andorra,AND,Finland,FIN,1,1990,1.560543779,42.54229102,26.2746656,64.49884603
Andorra,AND,Greece,GRC,6,1990,1.560543779,42.54229102,22.95555794,39.07469623
Andorra,AND,Italy,ITA,2,1990,1.560543779,42.54229102,12.07001339,42.79662641
Andorra,AND,Portugal,PRT,122,1990,1.560543779,42.54229102,-8.501043613,39.59550671
Andorra,AND,Spain,ESP,2008,1990,1.560543779,42.54229102,-3.647550473,40.24448698
Andorra,AND,Austria,AUT,1,1990,1.560543779,42.54229102,14.1264761,47.58549439
Andorra,AND,France,FRA,1233,1990,1.560543779,42.54229102,-2.761729445,42.17344011
Andorra,AND,Switzerland,CHE,20,1990,1.560543779,42.54229102,8.208674706,46.79785878
Angola,AGO,Eritrea,ERI,247,1990,17.53736768,-12.29336054,38.84617011,15.36186618
Angola,AGO,Mozambique,MOZ,14337,1990,17.53736768,-12.29336054,35.53367543,-17.27381643
Angola,AGO,Zambia,ZMB,123807,1990,17.53736768,-12.29336054,27.77475946,-13.45824152
Angola,AGO,Gabon,GAB,342,1990,17.53736768,-12.29336054,11.7886287,-0.58660025
Angola,AGO,Botswana,BWA,551,1990,17.53736768,-12.29336054,23.79853368,-22.18403213
Angola,AGO,Namibia,NAM,24028,1990,17.53736768,-12.29336054,17.20963567,-22.13032568
Angola,AGO,Mali,MLI,70,1990,17.53736768,-12.29336054,-3.542690649,17.34581581
Angola,AGO,Egypt,EGY,23,1990,17.53736768,-12.29336054,29.86190099,26.49593311
Angola,AGO,Philippines,PHL,581,1990,17.53736768,-12.29336054,122.8839325,11.77536778
Angola,AGO,Cuba,CUB,218,1990,17.53736768,-12.29336054,-79.01605384,21.62289528
Angola,AGO,Mexico,MEX,39,1990,17.53736768,-12.29336054,-102.5234517,23.94753724
Angola,AGO,Argentina,ARG,20,1990,17.53736768,-12.29336054,-65.17980693,-35.3813488
Angola,AGO,Brazil,BRA,4868,1990,17.53736768,-12.29336054,-53.09783113,-10.78777702
Angola,AGO,Chile,CHL,7,1990,17.53736768,-12.29336054,-71.38256213,-37.73070989
Angola,AGO,Colombia,COL,49,1990,17.53736768,-12.29336054,-73.08114582,3.913834307
Angola,AGO,Ecuador,ECU,14,1990,17.53736768,-12.29336054,-78.75201923,-1.423816125
Angola,AGO,Peru,PER,8,1990,17.53736768,-12.29336054,-74.38242685,-9.152803813
Angola,AGO,Australia,AUS,310,1990,17.53736768,-12.29336054,134.4910001,-25.73288704
Angola,AGO,Bulgaria,BGR,4,1990,17.53736768,-12.29336054,25.21552909,42.76890318
Angola,AGO,Hungary,HUN,32,1990,17.53736768,-12.29336054,19.39559116,47.16277506
Angola,AGO,Poland,POL,38,1990,17.53736768,-12.29336054,19.39012835,52.12759564
Angola,AGO,Slovakia,SVK,11,1990,17.53736768,-12.29336054,19.47905218,48.70547528
Angola,AGO,Denmark,DNK,48,1990,17.53736768,-12.29336054,10.02800992,55.98125296
Angola,AGO,Finland,FIN,4,1990,17.53736768,-12.29336054,26.2746656,64.49884603
Angola,AGO,Iceland,ISL,10,1990,17.53736768,-12.29336054,-18.57396167,64.99575386
Angola,AGO,Ireland,IRL,92,1990,17.53736768,-12.29336054,-8.137935687,53.1754487
Angola,AGO,Latvia,LVA,1,1990,17.53736768,-12.29336054,24.91235983,56.85085163
Angola,AGO,Norway,NOR,30,1990,17.53736768,-12.29336054,15.34834656,68.75015572
Angola,AGO,Sweden,SWE,340,1990,17.53736768,-12.29336054,16.74558049,62.77966519
Angola,AGO,Greece,GRC,20,1990,17.53736768,-12.29336054,22.95555794,39.07469623
Angola,AGO,Italy,ITA,304,1990,17.53736768,-12.29336054,12.07001339,42.79662641
Angola,AGO,Portugal,PRT,141573,1990,17.53736768,-12.29336054,-8.501043613,39.59550671
Angola,AGO,Spain,ESP,1201,1990,17.53736768,-12.29336054,-3.647550473,40.24448698
Angola,AGO,Austria,AUT,188,1990,17.53736768,-12.29336054,14.1264761,47.58549439
Angola,AGO,Belgium,BEL,1282,1990,17.53736768,-12.29336054,4.640651139,50.63981576
Angola,AGO,France,FRA,11499,1990,17.53736768,-12.29336054,-2.761729445,42.17344011
Angola,AGO,Netherlands,NLD,1727,1990,17.53736768,-12.29336054,5.28144793,52.1007899
Angola,AGO,Switzerland,CHE,3772,1990,17.53736768,-12.29336054,8.208674706,46.79785878
Angola,AGO,Canada,CAN,1266,1990,17.53736768,-12.29336054,-98.30777028,61.36206324
Anguilla,AIA,Dominica,DMA,7,1990,-63.06498927,18.2239595,-61.357726,15.4394702
Anguilla,AIA,Chile,CHL,8,1990,-63.06498927,18.2239595,-71.38256213,-37.73070989
Anguilla,AIA,Colombia,COL,39,1990,-63.06498927,18.2239595,-73.08114582,3.913834307
Anguilla,AIA,Bulgaria,BGR,10,1990,-63.06498927,18.2239595,25.21552909,42.76890318
Anguilla,AIA,Latvia,LVA,4,1990,-63.06498927,18.2239595,24.91235983,56.85085163
Anguilla,AIA,Greece,GRC,6,1990,-63.06498927,18.2239595,22.95555794,39.07469623
Anguilla,AIA,France,FRA,8,1990,-63.06498927,18.2239595,-2.761729445,42.17344011
Anguilla,AIA,Netherlands,NLD,7,1990,-63.06498927,18.2239595,5.28144793,52.1007899
Anguilla,AIA,Canada,CAN,106,1990,-63.06498927,18.2239595,-98.30777028,61.36206324
Argentina,ARG,Namibia,NAM,74,1990,-65.17980693,-35.3813488,17.20963567,-22.13032568
Argentina,ARG,Mauritania,MRT,60,1990,-65.17980693,-35.3813488,-10.34779815,20.25736706
Argentina,ARG,Egypt,EGY,322,1990,-65.17980693,-35.3813488,29.86190099,26.49593311
Argentina,ARG,Cyprus,CYP,21,1990,-65.17980693,-35.3813488,33.0060022,34.91667211
Argentina,ARG,Israel,ISR,25526,1990,-65.17980693,-35.3813488,35.00444693,31.46110101
Argentina,ARG,Turkey,TUR,34,1990,-65.17980693,-35.3813488,35.16895346,39.0616029
Argentina,ARG,Japan,JPN,2657,1990,-65.17980693,-35.3813488,138.0308956,37.59230135
Argentina,ARG,Philippines,PHL,32,1990,-65.17980693,-35.3813488,122.8839325,11.77536778
Argentina,ARG,Cuba,CUB,373,1990,-65.17980693,-35.3813488,-79.01605384,21.62289528
Argentina,ARG,Haiti,HTI,466,1990,-65.17980693,-35.3813488,-72.68527509,18.93502563
Argentina,ARG,Guatemala,GTM,285,1990,-65.17980693,-35.3813488,-90.36482009,15.69403664
Argentina,ARG,Honduras,HND,145,1990,-65.17980693,-35.3813488,-86.6151661,14.82688165
Argentina,ARG,Mexico,MEX,4340,1990,-65.17980693,-35.3813488,-102.5234517,23.94753724
Argentina,ARG,Nicaragua,NIC,185,1990,-65.17980693,-35.3813488,-85.0305297,12.84709429
Argentina,ARG,Panama,PAN,580,1990,-65.17980693,-35.3813488,-80.11915156,8.517507975
Argentina,ARG,Brazil,BRA,28350,1990,-65.17980693,-35.3813488,-53.09783113,-10.78777702
Argentina,ARG,Chile,CHL,32696,1990,-65.17980693,-35.3813488,-71.38256213,-37.73070989
Argentina,ARG,Colombia,COL,2359,1990,-65.17980693,-35.3813488,-73.08114582,3.913834307
Argentina,ARG,Ecuador,ECU,1669,1990,-65.17980693,-35.3813488,-78.75201923,-1.423816125
Argentina,ARG,Paraguay,PRY,50447,1990,-65.17980693,-35.3813488,-58.40013703,-23.22823913
Argentina,ARG,Peru,PER,7080,1990,-65.17980693,-35.3813488,-74.38242685,-9.152803813
Argentina,ARG,Uruguay,URY,14559,1990,-65.17980693,-35.3813488,-56.01807053,-32.79951534
Argentina,ARG,Australia,AUS,13155,1990,-65.17980693,-35.3813488,134.4910001,-25.73288704
Argentina,ARG,Belarus,BLR,76,1990,-65.17980693,-35.3813488,28.03209307,53.53131377
Argentina,ARG,Bulgaria,BGR,7,1990,-65.17980693,-35.3813488,25.21552909,42.76890318
Argentina,ARG,Hungary,HUN,22,1990,-65.17980693,-35.3813488,19.39559116,47.16277506
Argentina,ARG,Poland,POL,251,1990,-65.17980693,-35.3813488,19.39012835,52.12759564
Argentina,ARG,Romania,ROU,10,1990,-65.17980693,-35.3813488,24.97293039,45.85243127
Argentina,ARG,Slovakia,SVK,20,1990,-65.17980693,-35.3813488,19.47905218,48.70547528
Argentina,ARG,Denmark,DNK,833,1990,-65.17980693,-35.3813488,10.02800992,55.98125296
Argentina,ARG,Finland,FIN,107,1990,-65.17980693,-35.3813488,26.2746656,64.49884603
Argentina,ARG,Iceland,ISL,5,1990,-65.17980693,-35.3813488,-18.57396167,64.99575386
Argentina,ARG,Ireland,IRL,63,1990,-65.17980693,-35.3813488,-8.137935687,53.1754487
Argentina,ARG,Latvia,LVA,9,1990,-65.17980693,-35.3813488,24.91235983,56.85085163
Argentina,ARG,Lithuania,LTU,83,1990,-65.17980693,-35.3813488,23.88719355,55.32610984
Argentina,ARG,Norway,NOR,445,1990,-65.17980693,-35.3813488,15.34834656,68.75015572
Argentina,ARG,Sweden,SWE,1913,1990,-65.17980693,-35.3813488,16.74558049,62.77966519
Argentina,ARG,Andorra,AND,86,1990,-65.17980693,-35.3813488,1.560543779,42.54229102
Argentina,ARG,Croatia,HRV,143,1990,-65.17980693,-35.3813488,16.40412899,45.08047631
Argentina,ARG,Greece,GRC,641,1990,-65.17980693,-35.3813488,22.95555794,39.07469623
Argentina,ARG,Italy,ITA,31345,1990,-65.17980693,-35.3813488,12.07001339,42.79662641
Argentina,ARG,Malta,MLT,7,1990,-65.17980693,-35.3813488,14.40523316,35.92149632
Argentina,ARG,Portugal,PRT,303,1990,-65.17980693,-35.3813488,-8.501043613,39.59550671
Argentina,ARG,Slovenia,SVN,92,1990,-65.17980693,-35.3813488,14.80444238,46.11554772
Argentina,ARG,Spain,ESP,42923,1990,-65.17980693,-35.3813488,-3.647550473,40.24448698
Argentina,ARG,Austria,AUT,839,1990,-65.17980693,-35.3813488,14.1264761,47.58549439
Argentina,ARG,Belgium,BEL,1156,1990,-65.17980693,-35.3813488,4.640651139,50.63981576
Argentina,ARG,France,FRA,10137,1990,-65.17980693,-35.3813488,-2.761729445,42.17344011
Argentina,ARG,Germany,DEU,4499,1990,-65.17980693,-35.3813488,10.38578051,51.10698181
Argentina,ARG,Luxembourg,LUX,38,1990,-65.17980693,-35.3813488,6.071822011,49.76725361
Argentina,ARG,Netherlands,NLD,1614,1990,-65.17980693,-35.3813488,5.28144793,52.1007899
Argentina,ARG,Switzerland,CHE,4509,1990,-65.17980693,-35.3813488,8.208674706,46.79785878
Argentina,ARG,Canada,CAN,10660,1990,-65.17980693,-35.3813488,-98.30777028,61.36206324
Armenia,ARM,Namibia,NAM,94,1990,44.92993276,40.28952569,17.20963567,-22.13032568
Armenia,ARM,Egypt,EGY,179,1990,44.92993276,40.28952569,29.86190099,26.49593311
Armenia,ARM,Libya,LBY,511,1990,44.92993276,40.28952569,18.00866169,27.03094495
Armenia,ARM,Azerbaijan,AZE,202586,1990,44.92993276,40.28952569,47.54599879,40.28827235
Armenia,ARM,Cyprus,CYP,292,1990,44.92993276,40.28952569,33.0060022,34.91667211
Armenia,ARM,Georgia,GEO,4039,1990,44.92993276,40.28952569,43.50780252,42.16855755
Armenia,ARM,Jordan,JOR,26,1990,44.92993276,40.28952569,36.77136104,31.24579091
Armenia,ARM,Turkey,TUR,192,1990,44.92993276,40.28952569,35.16895346,39.0616029
Armenia,ARM,Kazakhstan,KAZ,7596,1990,44.92993276,40.28952569,67.29149357,48.15688067
Armenia,ARM,Kyrgyzstan,KGZ,7381,1990,44.92993276,40.28952569,74.54165513,41.46221943
Armenia,ARM,Tajikistan,TJK,257,1990,44.92993276,40.28952569,71.01362631,38.5304539
Armenia,ARM,Turkmenistan,TKM,11254,1990,44.92993276,40.28952569,59.37100021,39.11554137
Armenia,ARM,Uzbekistan,UZB,9213,1990,44.92993276,40.28952569,63.14001528,41.75554225
Armenia,ARM,Philippines,PHL,31,1990,44.92993276,40.28952569,122.8839325,11.77536778
Armenia,ARM,Mexico,MEX,60,1990,44.92993276,40.28952569,-102.5234517,23.94753724
Armenia,ARM,Argentina,ARG,1236,1990,44.92993276,40.28952569,-65.17980693,-35.3813488
Armenia,ARM,Chile,CHL,21,1990,44.92993276,40.28952569,-71.38256213,-37.73070989
Armenia,ARM,Ecuador,ECU,13,1990,44.92993276,40.28952569,-78.75201923,-1.423816125
Armenia,ARM,Australia,AUS,388,1990,44.92993276,40.28952569,134.4910001,-25.73288704
Armenia,ARM,Belarus,BLR,6645,1990,44.92993276,40.28952569,28.03209307,53.53131377
Armenia,ARM,Bulgaria,BGR,1207,1990,44.92993276,40.28952569,25.21552909,42.76890318
Armenia,ARM,Hungary,HUN,186,1990,44.92993276,40.28952569,19.39559116,47.16277506
Armenia,ARM,Poland,POL,1181,1990,44.92993276,40.28952569,19.39012835,52.12759564
Armenia,ARM,Romania,ROU,1,1990,44.92993276,40.28952569,24.97293039,45.85243127
Armenia,ARM,Slovakia,SVK,37,1990,44.92993276,40.28952569,19.47905218,48.70547528
Armenia,ARM,Ukraine,UKR,35141,1990,44.92993276,40.28952569,31.38326469,48.99656673
Armenia,ARM,Denmark,DNK,400,1990,44.92993276,40.28952569,10.02800992,55.98125296
Armenia,ARM,Estonia,EST,715,1990,44.92993276,40.28952569,25.54248537,58.67192972
Armenia,ARM,Iceland,ISL,2,1990,44.92993276,40.28952569,-18.57396167,64.99575386
Armenia,ARM,Ireland,IRL,10,1990,44.92993276,40.28952569,-8.137935687,53.1754487
Armenia,ARM,Latvia,LVA,1552,1990,44.92993276,40.28952569,24.91235983,56.85085163
Armenia,ARM,Lithuania,LTU,815,1990,44.92993276,40.28952569,23.88719355,55.32610984
Armenia,ARM,Norway,NOR,4,1990,44.92993276,40.28952569,15.34834656,68.75015572
Armenia,ARM,Sweden,SWE,267,1990,44.92993276,40.28952569,16.74558049,62.77966519
Armenia,ARM,Greece,GRC,12148,1990,44.92993276,40.28952569,22.95555794,39.07469623
Armenia,ARM,Italy,ITA,25,1990,44.92993276,40.28952569,12.07001339,42.79662641
