pays,id,date,idh,pop
Mauritius,MUS,2005,0.713,19647
Mauritius,MUS,2010,0.749,24836
Mauritius,MUS,2015,0.782,28585
Mauritius,MUS,2019,0.79,28849
Mexico,MEX,1995,0.669,458549
Mexico,MEX,2000,0.702,538051
Mexico,MEX,1990,0.65,695674
Mexico,MEX,2005,0.728,712487
Mexico,MEX,2010,0.743,969538
Mexico,MEX,2015,0.767,1028803
Mexico,MEX,2019,0.774,1060707
Micronesia (country),FSM,2015,0.627,2756
Micronesia (country),FSM,2010,0.608,2806
Micronesia (country),FSM,2019,0.627,2819
Micronesia (country),FSM,2005,0.582,2905
Micronesia (country),FSM,2000,0.552,3116
Moldova,MDA,2019,0.7,104713
Moldova,MDA,2015,0.693,106374
Moldova,MDA,2010,0.67,129488
Moldova,MDA,2005,0.648,171122
Moldova,MDA,2000,0.597,247828
Moldova,MDA,1995,0.594,367231
Moldova,MDA,1990,0.651,544162
Mongolia,MNG,1990,0.579,6718
Mongolia,MNG,1995,0.555,7424
Mongolia,MNG,2000,0.589,8206
Mongolia,MNG,2005,0.65,11477
Mongolia,MNG,2010,0.697,16062
Mongolia,MNG,2015,0.737,19886
Mongolia,MNG,2019,0.741,21128
Montenegro,MNE,2019,0.814,70967
Montenegro,MNE,2015,0.809,71719
Montenegro,MNE,2005,0.753,78512
Montenegro,MNE,2010,0.793,78512
Morocco,MAR,1995,0.489,50360
Morocco,MAR,2000,0.53,53034
Morocco,MAR,2005,0.58,54379
Morocco,MAR,1990,0.458,54895
Morocco,MAR,2010,0.616,70909
Morocco,MAR,2015,0.655,92424
Morocco,MAR,2019,0.667,98574
Mozambique,MOZ,1990,0.209,122332
Mozambique,MOZ,1995,0.229,168256
Mozambique,MOZ,2000,0.298,195702
Mozambique,MOZ,2005,0.357,264679
Mozambique,MOZ,2010,0.403,306471
Mozambique,MOZ,2015,0.432,321794
Mozambique,MOZ,2019,0.437,334665
Myanmar,MMR,2015,0.569,73309
Myanmar,MMR,2019,0.578,75998
Myanmar,MMR,2010,0.53,76414
Myanmar,MMR,2005,0.477,83025
Myanmar,MMR,2000,0.431,98011
Myanmar,MMR,1995,0.398,113663
Myanmar,MMR,1990,0.359,133545
Namibia,NAM,2015,0.642,101618
Namibia,NAM,2010,0.594,103826
Namibia,NAM,2005,0.556,107347
Namibia,NAM,2019,0.647,107561
Namibia,NAM,1995,0.588,115372
Namibia,NAM,1990,0.579,120641
Namibia,NAM,2000,0.558,135547
Nepal,NPL,1990,0.378,429974
Nepal,NPL,2019,0.574,490802
Nepal,NPL,2015,0.566,509471
Nepal,NPL,2010,0.529,578657
Nepal,NPL,2005,0.475,679457
Nepal,NPL,1995,0.41,690225
Nepal,NPL,2000,0.446,717900
Netherlands,NLD,1990,0.829,1182263
Netherlands,NLD,1995,0.861,1346164
Netherlands,NLD,2000,0.876,1556337
Netherlands,NLD,2005,0.891,1736127
Netherlands,NLD,2010,0.91,1832510
Netherlands,NLD,2015,0.926,1996318
Netherlands,NLD,2019,0.931,2282791
New Zealand,NZL,1990,0.818,518047
New Zealand,NZL,1995,0.851,588617
New Zealand,NZL,2000,0.869,678813
New Zealand,NZL,2005,0.888,839952
New Zealand,NZL,2010,0.899,947443
New Zealand,NZL,2015,0.914,1039736
New Zealand,NZL,2019,0.917,1068739
Nicaragua,NIC,1995,0.524,26619
Nicaragua,NIC,2000,0.57,30389
Nicaragua,NIC,2005,0.596,34918
Nicaragua,NIC,2010,0.621,37333
Nicaragua,NIC,2015,0.652,40262
Nicaragua,NIC,1990,0.489,41421
Nicaragua,NIC,2019,0.658,42172
Niger,NER,1990,0.21,115464
Niger,NER,2000,0.252,122260
Niger,NER,2005,0.283,124461
Niger,NER,2010,0.318,126464
Niger,NER,1995,0.229,145999
Niger,NER,2015,0.347,252998
Niger,NER,2019,0.354,294161
Nigeria,NGA,2005,0.465,969294
Nigeria,NGA,2010,0.484,988679
Nigeria,NGA,2015,0.527,1199115
Nigeria,NGA,2019,0.532,1256408
Norway,NOR,1990,0.85,192587
Norway,NOR,1995,0.883,233302
Norway,NOR,2000,0.917,292440
Norway,NOR,2005,0.932,361144
Norway,NOR,2010,0.942,526799
Norway,NOR,2015,0.948,746375
Norway,NOR,2019,0.953,867765
Oman,OMN,2000,0.704,623608
Oman,OMN,2005,0.748,666160
Oman,OMN,2010,0.793,816221
Oman,OMN,2015,0.822,1856226
Oman,OMN,2019,0.821,2286226
Pakistan,PAK,2005,0.5,3171132
Pakistan,PAK,2019,0.562,3257978
Pakistan,PAK,2015,0.551,3506520
Pakistan,PAK,1995,0.428,3669308
Pakistan,PAK,2010,0.526,3941586
Pakistan,PAK,2000,0.45,4181912
Pakistan,PAK,1990,0.404,6208204
Palau,PLW,2015,0.793,4937
Palau,PLW,2019,0.798,5066
Palau,PLW,2010,0.769,5490
Palau,PLW,2005,0.76,6043
Palau,PLW,2000,0.743,6310
Palestine,PSE,2019,0.686,253735
Palestine,PSE,2015,0.687,255507
Palestine,PSE,2010,0.672,258032
Palestine,PSE,2005,0.657,266617
Panama,PAN,1990,0.66,62744
Panama,PAN,1995,0.688,70848
Panama,PAN,2000,0.719,83410
Panama,PAN,2005,0.739,117563
Panama,PAN,2010,0.758,157309
Panama,PAN,2015,0.781,184710
Panama,PAN,2019,0.789,185072
Papua New Guinea,PNG,2000,0.449,26304
Papua New Guinea,PNG,2005,0.479,30106
Papua New Guinea,PNG,2010,0.52,30425
Papua New Guinea,PNG,2015,0.542,30940
Papua New Guinea,PNG,2019,0.544,31212
Papua New Guinea,PNG,1995,0.425,33526
Papua New Guinea,PNG,1990,0.38,33710
Paraguay,PRY,2015,0.702,156462
Paraguay,PRY,2010,0.675,160299
Paraguay,PRY,2019,0.702,160519
Paraguay,PRY,2005,0.649,168243
Paraguay,PRY,2000,0.624,176608
Paraguay,PRY,1995,0.606,186570
Paraguay,PRY,1990,0.58,195884
Peru,PER,1990,0.611,56688
Peru,PER,1995,0.643,56732
Peru,PER,2000,0.678,66300
Peru,PER,2005,0.698,77877
Peru,PER,2010,0.717,104706
Peru,PER,2015,0.745,154774
Peru,PER,2019,0.75,782169
Philippines,PHL,1990,0.586,154071
Philippines,PHL,1995,0.598,207345
Philippines,PHL,2010,0.665,208599
Philippines,PHL,2015,0.693,211862
Philippines,PHL,2019,0.699,218530
Philippines,PHL,2005,0.65,257468
Philippines,PHL,2000,0.624,318095
Poland,POL,2015,0.855,619403
Poland,POL,2010,0.835,642417
Poland,POL,2019,0.865,655985
Poland,POL,2005,0.808,722509
Poland,POL,2000,0.785,825251
Poland,POL,1995,0.74,964725
Poland,POL,1990,0.712,1127771
Portugal,PRT,1990,0.711,435782
Portugal,PRT,1995,0.76,532822
Portugal,PRT,2000,0.785,651472
Portugal,PRT,2010,0.822,762825
Portugal,PRT,2005,0.8,771184
Portugal,PRT,2015,0.842,864814
Portugal,PRT,2019,0.847,888162
Qatar,QAT,1990,0.754,309753
Qatar,QAT,2000,0.81,359697
Qatar,QAT,1995,0.784,361673
Qatar,QAT,2005,0.831,646026
Qatar,QAT,2010,0.825,1456413
Qatar,QAT,2015,0.854,1687640
Qatar,QAT,2019,0.856,2229688
Romania,ROU,2000,0.709,134254
Romania,ROU,1995,0.687,135037
Romania,ROU,1990,0.701,135825
Romania,ROU,2005,0.755,145162
Romania,ROU,2010,0.797,177211
Romania,ROU,2015,0.805,281048
Romania,ROU,2019,0.811,462552
Russia,RUS,2010,0.78,11194710
Russia,RUS,1990,0.734,11524948
Russia,RUS,2019,0.816,11640559
Russia,RUS,2015,0.813,11643276
Russia,RUS,2005,0.752,11667588
Russia,RUS,2000,0.72,11900297
Russia,RUS,1995,0.7,11928927
Rwanda,RWA,1990,0.25,160024
Rwanda,RWA,1995,0.234,215735
Rwanda,RWA,2000,0.335,347076
Rwanda,RWA,2005,0.408,423187
Rwanda,RWA,2010,0.485,426901
Rwanda,RWA,2015,0.51,514647
Rwanda,RWA,2019,0.524,539932
Saint Kitts and Nevis,KNA,2005,0.727,6682
Saint Kitts and Nevis,KNA,2010,0.745,7245
Saint Kitts and Nevis,KNA,2015,0.773,7443
Saint Kitts and Nevis,KNA,2019,0.778,7587
Saint Lucia,LCA,2019,0.747,8383
Saint Lucia,LCA,2015,0.744,8673
Saint Lucia,LCA,2010,0.731,9051
Saint Lucia,LCA,2005,0.7,9842
Saint Lucia,LCA,2000,0.69,9871
Saint Vincent and the Grenadines,VCT,2000,0.673,4307
Saint Vincent and the Grenadines,VCT,2005,0.697,4436
Saint Vincent and the Grenadines,VCT,2010,0.715,4569
Saint Vincent and the Grenadines,VCT,2015,0.72,4637
Saint Vincent and the Grenadines,VCT,2019,0.723,4692
Samoa,WSM,1990,0.62,3357
Samoa,WSM,2019,0.713,4035
Samoa,WSM,2015,0.706,4252
Samoa,WSM,1995,0.618,4694
Samoa,WSM,2010,0.693,5122
Samoa,WSM,2005,0.673,5746
Samoa,WSM,2000,0.647,5998
Sao Tome and Principe,STP,2019,0.589,2174
Sao Tome and Principe,STP,2015,0.58,2394
Sao Tome and Principe,STP,2010,0.542,2700
Sao Tome and Principe,STP,2005,0.517,3433
Sao Tome and Principe,STP,2000,0.49,4365
Sao Tome and Principe,STP,1995,0.469,4936
Sao Tome and Principe,STP,1990,0.453,5582
Saudi Arabia,SAU,1990,0.697,4998445
Saudi Arabia,SAU,1995,0.722,5122702
Saudi Arabia,SAU,2000,0.743,5263387
Saudi Arabia,SAU,2005,0.77,6501819
Saudi Arabia,SAU,2010,0.808,8429956
Saudi Arabia,SAU,2015,0.854,10771366
Saudi Arabia,SAU,2019,0.853,13122338
Senegal,SEN,2000,0.38,231901
Senegal,SEN,2005,0.422,238298
Senegal,SEN,2010,0.456,256092
Senegal,SEN,2015,0.492,266496
Senegal,SEN,1990,0.367,270410
Senegal,SEN,2019,0.505,275239
Senegal,SEN,1995,0.368,287654
Serbia,SRB,1990,0.718,99269
Serbia,SRB,2015,0.78,807441
Serbia,SRB,2019,0.787,820312
Serbia,SRB,2010,0.759,826275
Serbia,SRB,2005,0.742,854848
Serbia,SRB,1995,0.695,870980
Serbia,SRB,2000,0.711,977873
Seychelles,SYC,2000,0.718,6574
Seychelles,SYC,2005,0.73,8997
Seychelles,SYC,2010,0.747,11420
Seychelles,SYC,2015,0.791,12791
Seychelles,SYC,2019,0.797,12926
Sierra Leone,SLE,2019,0.419,54332
Sierra Leone,SLE,2015,0.413,58813
Sierra Leone,SLE,2010,0.385,79055
Sierra Leone,SLE,2000,0.284,97974
Sierra Leone,SLE,1995,0.274,98516
Sierra Leone,SLE,2005,0.342,146050
Sierra Leone,SLE,1990,0.275,222148
Singapore,SGP,1990,0.718,727262
Singapore,SGP,1995,0.773,991492
Singapore,SGP,2000,0.819,1351691
Singapore,SGP,2005,0.868,1710594
Singapore,SGP,2019,0.932,2155653
Singapore,SGP,2010,0.909,2164794
Singapore,SGP,2015,0.929,2543638
Slovakia,SVK,1990,0.739,41295
Slovakia,SVK,1995,0.751,69323
Slovakia,SVK,2000,0.764,116376
Slovakia,SVK,2005,0.794,130491
Slovakia,SVK,2010,0.829,146319
Slovakia,SVK,2015,0.851,177624
Slovakia,SVK,2019,0.855,187984
Slovenia,SVN,1995,0.782,174419
Slovenia,SVN,1990,0.767,178077
Slovenia,SVN,2000,0.825,214508
Slovenia,SVN,2005,0.861,217218
Slovenia,SVN,2015,0.889,237616
Slovenia,SVN,2019,0.896,253122
Slovenia,SVN,2010,0.882,253786
Solomon Islands,SLB,2019,0.546,2532
Solomon Islands,SLB,2015,0.546,2585
Solomon Islands,SLB,2010,0.507,2760
Solomon Islands,SLB,2005,0.487,3271
Solomon Islands,SLB,2000,0.45,3981
South Africa,ZAF,1995,0.649,1003807
South Africa,ZAF,2000,0.63,1016963
South Africa,ZAF,1990,0.618,1163883
South Africa,ZAF,2005,0.614,1351031
South Africa,ZAF,2010,0.649,2114801
South Africa,ZAF,2015,0.692,3816695
South Africa,ZAF,2019,0.699,4224256
South Korea,KOR,1990,0.728,43247
South Korea,KOR,1995,0.778,123886
South Korea,KOR,2000,0.817,244224
South Korea,KOR,2005,0.855,486065
South Korea,KOR,2010,0.884,919987
South Korea,KOR,2015,0.898,1143087
South Korea,KOR,2019,0.903,1163655
South Sudan,SSD,2010,0.413,257905
South Sudan,SSD,2015,0.399,844122
South Sudan,SSD,2019,0.388,865552
Spain,ESP,1990,0.754,821605
Spain,ESP,1995,0.8,1020067
Spain,ESP,2000,0.825,1657285
Spain,ESP,2005,0.844,4107226
Spain,ESP,2015,0.885,5891208
Spain,ESP,2019,0.891,6104203
Spain,ESP,2010,0.865,6280065
Sri Lanka,LKA,2010,0.745,38959
Sri Lanka,LKA,2005,0.718,39526
Sri Lanka,LKA,2015,0.766,39706
Sri Lanka,LKA,2019,0.77,40018
Sri Lanka,LKA,2000,0.685,40132
Sri Lanka,LKA,1995,0.65,40841
Sri Lanka,LKA,1990,0.625,41561
Sudan,SDN,2005,0.436,546419
Sudan,SDN,2010,0.47,618709
Sudan,SDN,2015,0.497,620523
Sudan,SDN,2000,0.402,805086
Sudan,SDN,1995,0.366,1053396
Sudan,SDN,2019,0.502,1223092
Sudan,SDN,1990,0.331,1402896
Suriname,SUR,2005,0.676,33664
Suriname,SUR,2010,0.703,39713
Suriname,SUR,2015,0.722,43127
Suriname,SUR,2019,0.72,46157
Swaziland,SWZ,1990,0.536,74991
Swaziland,SWZ,1995,0.52,35157
Swaziland,SWZ,2000,0.471,34084
Swaziland,SWZ,2005,0.48,33392
Swaziland,SWZ,2010,0.538,32637
Swaziland,SWZ,2015,0.584,32352
Swaziland,SWZ,2019,0.588,32310
Sweden,SWE,1990,0.816,788767
Sweden,SWE,1995,0.856,936022
Sweden,SWE,2000,0.897,1003798
Sweden,SWE,2005,0.899,1125790
Sweden,SWE,2010,0.905,1384929
Sweden,SWE,2015,0.929,1676264
Sweden,SWE,2019,0.933,2005210
Switzerland,CHE,1990,0.832,1392282
Switzerland,CHE,1995,0.848,1478829
Switzerland,CHE,2000,0.889,1570756
Switzerland,CHE,2005,0.905,1805437
Switzerland,CHE,2010,0.932,2075182
Switzerland,CHE,2015,0.942,2416394
Switzerland,CHE,2019,0.944,2572029
Syria,SYR,1995,0.579,830610
Syria,SYR,2000,0.59,834916
Syria,SYR,2019,0.536,867848
Syria,SYR,2015,0.538,871174
Syria,SYR,2005,0.635,878308
Syria,SYR,2010,0.644,1787561
Tajikistan,TJK,2019,0.65,274071
Tajikistan,TJK,2015,0.645,275101
Tajikistan,TJK,2010,0.634,279808
Tajikistan,TJK,2005,0.593,280466
Tajikistan,TJK,2000,0.55,299499
Tajikistan,TJK,1995,0.55,348347
Tajikistan,TJK,1990,0.623,428900
Tanzania,TZA,1990,0.37,574025
Tanzania,TZA,1995,0.371,1106043
Tanzania,TZA,2000,0.395,949600
Tanzania,TZA,2005,0.448,771153
Tanzania,TZA,2010,0.493,309847
Tanzania,TZA,2015,0.528,384567
Tanzania,TZA,2019,0.538,509166
Thailand,THA,1990,0.574,528693
Thailand,THA,1995,0.611,809720
Thailand,THA,2000,0.649,1257821
Thailand,THA,2005,0.693,2163447
Thailand,THA,2010,0.724,3224131
Thailand,THA,2015,0.741,3486526
Thailand,THA,2019,0.755,3635085
Timor,TLS,2000,0.507,10602
Timor,TLS,2005,0.496,11286
Timor,TLS,2010,0.619,11540
Timor,TLS,2015,0.63,8520
Timor,TLS,2019,0.625,8417
Togo,TGO,1990,0.405,84844
Togo,TGO,1995,0.409,101583
Togo,TGO,2000,0.425,137968
Togo,TGO,2005,0.436,203799
Togo,TGO,2010,0.456,255413
Togo,TGO,2015,0.495,277384
Togo,TGO,2019,0.503,279142
Tonga,TON,1990,0.648,2911
Tonga,TON,1995,0.671,3274
Tonga,TON,2000,0.673,3684
Tonga,TON,2019,0.726,3752
Tonga,TON,2015,0.721,3954
Tonga,TON,2005,0.693,4301
Tonga,TON,2010,0.712,4604
Trinidad and Tobago,TTO,2000,0.716,41753
Trinidad and Tobago,TTO,2005,0.752,44812
Trinidad and Tobago,TTO,1995,0.683,45994
Trinidad and Tobago,TTO,2010,0.775,48226
Trinidad and Tobago,TTO,2015,0.783,50021
Trinidad and Tobago,TTO,1990,0.672,50666
Trinidad and Tobago,TTO,2019,0.784,59249
Tunisia,TUN,2005,0.689,35040
Tunisia,TUN,2000,0.653,36719
Tunisia,TUN,1995,0.607,37867
Tunisia,TUN,1990,0.569,37984
Tunisia,TUN,2010,0.716,43172
Tunisia,TUN,2015,0.728,56532
Tunisia,TUN,2019,0.735,57455
Turkey,TUR,1990,0.579,1163686
Turkey,TUR,1995,0.607,1216173
Turkey,TUR,2000,0.655,1280963
Turkey,TUR,2005,0.69,1319236
Turkey,TUR,2010,0.734,1367034
Turkey,TUR,2015,0.783,4346197
Turkey,TUR,2019,0.791,5876829
Turkmenistan,TKM,2019,0.706,195127
Turkmenistan,TKM,2015,0.701,196376
Turkmenistan,TKM,2010,0.673,197979
Uganda,UGA,2010,0.486,492930
Uganda,UGA,1990,0.311,544273
Uganda,UGA,2000,0.398,584280
Uganda,UGA,2005,0.437,593308
Uganda,UGA,1995,0.321,606987
Uganda,UGA,2015,0.505,851175
Uganda,UGA,2019,0.516,1734166
Ukraine,UKR,2010,0.733,4818767
Ukraine,UKR,2015,0.743,4915142
Ukraine,UKR,2019,0.751,4964293
Ukraine,UKR,2005,0.715,5050302
Ukraine,UKR,2000,0.671,5527087
Ukraine,UKR,1995,0.664,6172338
Ukraine,UKR,1990,0.705,6892920
United Arab Emirates,ARE,1990,0.727,1306574
United Arab Emirates,ARE,1995,0.764,1824118
United Arab Emirates,ARE,2000,0.798,2447010
United Arab Emirates,ARE,2005,0.825,3281115
United Arab Emirates,ARE,2010,0.836,7316697
United Arab Emirates,ARE,2015,0.86,7995126
United Arab Emirates,ARE,2019,0.863,8587256
United Kingdom,GBR,1990,0.775,3650286
United Kingdom,GBR,1995,0.839,4155293
United Kingdom,GBR,2000,0.867,4730165
United Kingdom,GBR,2005,0.891,5926156
United Kingdom,GBR,2010,0.905,7119664
United Kingdom,GBR,2015,0.918,8411569
United Kingdom,GBR,2019,0.922,9552110
United States,USA,1990,0.86,28118
United States,USA,1995,0.877,51262
United States,USA,2005,0.898,51768
United States,USA,2000,0.885,56754
United States,USA,2010,0.914,61756
United States,USA,2015,0.92,72793
United States,USA,2019,0.924,76104
Uruguay,URY,2010,0.773,76303
Uruguay,URY,2015,0.8,78799
Uruguay,URY,2019,0.804,81482
Uruguay,URY,2005,0.756,82317
Uruguay,URY,2000,0.742,88874
Uruguay,URY,1995,0.711,93428
Uruguay,URY,1990,0.692,98116
Uzbekistan,UZB,2019,0.71,1168384
Uzbekistan,UZB,2015,0.698,1170873
Uzbekistan,UZB,2010,0.666,1220149
Uzbekistan,UZB,2005,0.628,1329932
Uzbekistan,UZB,2000,0.595,1406498
Vanuatu,VUT,2005,0.572,2800
Vanuatu,VUT,2010,0.591,2991
Vanuatu,VUT,2015,0.599,3187
Vanuatu,VUT,2019,0.603,3245
Venezuela,VEN,2000,0.672,1013738
Venezuela,VEN,1995,0.658,1019996
Venezuela,VEN,1990,0.634,1025009
Venezuela,VEN,2005,0.714,1076474
Venezuela,VEN,2010,0.759,1347347
Venezuela,VEN,2019,0.761,1375690
Venezuela,VEN,2015,0.775,1404448
Vietnam,VNM,1990,0.475,28118
Vietnam,VNM,1995,0.529,51262
Vietnam,VNM,2005,0.616,51768
Vietnam,VNM,2000,0.579,56754
Vietnam,VNM,2010,0.654,61756
Vietnam,VNM,2015,0.684,72793
Vietnam,VNM,2019,0.694,76104
Yemen,YEM,1990,0.399,118863
Yemen,YEM,1995,0.415,136515
Yemen,YEM,2000,0.443,144940
Yemen,YEM,2005,0.474,171871
Yemen,YEM,2010,0.498,288394
Yemen,YEM,2015,0.483,379882
Yemen,YEM,2019,0.452,385628
Zambia,ZMB,2015,0.583,132107
Zambia,ZMB,2010,0.544,149962
Zambia,ZMB,2019,0.588,170249
Zambia,ZMB,1995,0.412,244338
Zambia,ZMB,2005,0.48,252895
Zambia,ZMB,1990,0.401,279463
Zambia,ZMB,2000,0.432,343703
Zimbabwe,ZWE,2010,0.467,398307
Zimbabwe,ZWE,2015,0.529,400482
Zimbabwe,ZWE,2005,0.43,402226
Zimbabwe,ZWE,2000,0.44,410109
Zimbabwe,ZWE,2019,0.535,411257
Zimbabwe,ZWE,1995,0.467,431226
Zimbabwe,ZWE,1990,0.491,634621
