pays,id,date,iig,pop
Venezuela (Bolivarian Republic of),VEN,2005,0.475,0.09682750081356309
Venezuela (Bolivarian Republic of),VEN,2010,0.475,0.12394455071474494
Venezuela (Bolivarian Republic of),VEN,2015,0.470,0.15437458825770503
Venezuela (Bolivarian Republic of),VEN,2019,0.458,0.5170280738794657
Viet Nam,VNM,1995,0.382,0.2855928231258807
Viet Nam,VNM,2000,0.347,0.3417428167546836
Viet Nam,VNM,2005,0.317,0.38053819104202236
Viet Nam,VNM,2010,0.324,0.43152900534062805
Viet Nam,VNM,2015,0.333,0.465382789719943
Viet Nam,VNM,2019,0.314,0.5103518912768251
Yemen,YEM,2000,0.818,0.14639834018349493
Yemen,YEM,2005,0.813,0.17169160861779253
Yemen,YEM,2010,0.821,0.22524514637782914
Yemen,YEM,2015,0.841,0.3028234236082076
Yemen,YEM,2019,0.834,0.3506662143719283
Zambia,ZMB,1995,0.644,0.14837138273773187
Zambia,ZMB,2000,0.653,0.1684793961309059
Zambia,ZMB,2005,0.620,0.19112245911979023
Zambia,ZMB,2010,0.587,0.22171949372017513
Zambia,ZMB,2015,0.571,0.46538846085984825
Zambia,ZMB,2019,0.540,0.5320886577825008
Zimbabwe,ZWE,1995,0.595,0.14988743153245207
Zimbabwe,ZWE,2000,0.627,0.1824176836386927
Zimbabwe,ZWE,2005,0.588,0.26187217106122823
Zimbabwe,ZWE,2010,0.578,0.37440850679159515
Zimbabwe,ZWE,2015,0.540,0.44753838145608543
Zimbabwe,ZWE,2019,0.525,0.4983441403346422
