pays,id,date,idh,pop
Canada,CAN,2010,0.902,0.19883099750744665
Canada,CAN,2015,0.92,0.20806868168833753
Canada,CAN,2019,0.926,0.2148111911495595
Cape Verde,CPV,2000,0.57,0.025752706754976786
Cape Verde,CPV,2005,0.598,0.027427909950068247
Cape Verde,CPV,2010,0.629,0.029174633718593575
Cape Verde,CPV,2015,0.647,0.028440589012144992
Cape Verde,CPV,2019,0.654,0.028806455706212403
Central African Republic,CAF,1990,0.317,0.02395453220718458
Central African Republic,CAF,1995,0.303,0.030940938157842476
Central African Republic,CAF,2000,0.309,0.03393255791147577
Central African Republic,CAF,2005,0.319,0.02338783205749233
Central African Republic,CAF,2010,0.351,0.02130634672268969
Central African Republic,CAF,2015,0.357,0.018160452420006364
Central African Republic,CAF,2019,0.367,0.019425991513330364
Chad,TCD,2000,0.299,0.012545397403961437
Chad,TCD,2005,0.33,0.03486924799584178
Chad,TCD,2010,0.371,0.03488280253839146
Chad,TCD,2015,0.407,0.03309253967213463
Chad,TCD,2019,0.404,0.033094601405591804
Chile,CHL,1990,0.701,0.008098233750216484
Chile,CHL,1995,0.727,0.009903228359126635
Chile,CHL,2000,0.759,0.011558331371987075
Chile,CHL,2005,0.788,0.01707747417755024
Chile,CHL,2010,0.808,0.02200071548566989
Chile,CHL,2015,0.84,0.03560083660218596
Chile,CHL,2019,0.843,0.05018868972233672
China,CHN,1990,0.502,0.00033154155490074306
China,CHN,1995,0.55,0.0003670134580509688
China,CHN,2000,0.594,0.0004023569570227578
China,CHN,2005,0.647,0.0005207767005185163
China,CHN,2010,0.706,0.0006353127184244658
China,CHN,2015,0.743,0.000713267017692274
China,CHN,2019,0.752,0.0007401800779763486
Colombia,COL,1990,0.592,0.003150117475755285
Colombia,COL,1995,0.625,0.0029362651743734007
Colombia,COL,2000,0.653,0.0027658109640663854
Colombia,COL,2005,0.683,0.0025232765650817983
Colombia,COL,2010,0.719,0.002747978338312396
Colombia,COL,2015,0.742,0.0029278629443479825
Colombia,COL,2019,0.747,0.02300804140129794
Comoros,COM,2005,0.455,0.02159649590354906
Comoros,COM,2010,0.482,0.018295123040429642
Comoros,COM,2015,0.502,0.016149488567371216
Comoros,COM,2019,0.503,0.015023031951576433
Congo,COG,1990,0.536,0.05490260474545951
Congo,COG,1995,0.507,0.07077834947407921
Congo,COG,2000,0.49,0.09780614060639935
Congo,COG,2005,0.5,0.08797786227408547
Congo,COG,2010,0.557,0.09948520391199166
Congo,COG,2015,0.613,0.08034068526254119
Congo,COG,2019,0.606,0.07668080947104539
Costa Rica,CRI,1990,0.656,0.1338794582220551
Costa Rica,CRI,1995,0.687,0.10274531283580979
Costa Rica,CRI,2000,0.711,0.07847471161213536
Costa Rica,CRI,2005,0.728,0.08357830657878587
Costa Rica,CRI,2010,0.754,0.08856686076614166
Costa Rica,CRI,2015,0.788,0.08492443176333037
Costa Rica,CRI,2019,0.794,0.08356294233695327
Cote d'Ivoire,CIV,1990,0.388,0.1523224096986493
Cote d'Ivoire,CIV,1995,0.387,0.14622738043074243
Cote d'Ivoire,CIV,2000,0.394,0.13149119751307045
Cote d'Ivoire,CIV,2005,0.413,0.12340778949527076
Cote d'Ivoire,CIV,2010,0.442,0.11525557701158382
Cote d'Ivoire,CIV,2015,0.478,0.10625888250149843
Cote d'Ivoire,CIV,2019,0.492,0.10168406056684073
Croatia,HRV,1990,0.67,0.09951881454390786
Croatia,HRV,1995,0.696,0.14590489672144985
Croatia,HRV,2000,0.75,0.13098890809081393
Croatia,HRV,2005,0.783,0.13439756667119088
Croatia,HRV,2010,0.808,0.1334554166558994
Croatia,HRV,2015,0.827,0.1334790337053633
Croatia,HRV,2019,0.831,0.12668924536606838
Cuba,CUB,1990,0.676,0.003260832536644614
Cuba,CUB,1995,0.654,0.0024050692434377896
Cuba,CUB,2000,0.686,0.0016014121330921059
Cuba,CUB,2005,0.731,0.0010597978152625449
Cuba,CUB,2010,0.779,0.0005914929067172927
Cuba,CUB,2015,0.772,0.0004690598431881376
Cuba,CUB,2019,0.777,0.00043093495598660027
Cyprus,CYP,1990,0.732,0.05714080731527559
Cyprus,CYP,1995,0.786,0.07241317631984737
Cyprus,CYP,2000,0.802,0.08489011862735744
Cyprus,CYP,2005,0.831,0.1140112215884211
Cyprus,CYP,2010,0.85,0.17244645932274683
Cyprus,CYP,2015,0.86,0.16539404040534547
Cyprus,CYP,2019,0.869,0.16137866665545525
Czech Republic,CZE,1990,0.73,0.010683267922180164
Czech Republic,CZE,1995,0.753,0.016034467248938318
Czech Republic,CZE,2000,0.796,0.021529755594870553
Czech Republic,CZE,2005,0.835,0.03158683549540035
Czech Republic,CZE,2010,0.862,0.0380444340063068
Czech Republic,CZE,2015,0.882,0.03948906411390264
Czech Republic,CZE,2019,0.888,0.048251432023975846
Democratic Republic of Congo,COD,1990,0.356,0.021789942760641296
Democratic Republic of Congo,COD,1995,0.333,0.04370196203917844
Democratic Republic of Congo,COD,2000,0.333,0.01580244023318899
Democratic Republic of Congo,COD,2005,0.364,0.011369147278634797
Democratic Republic of Congo,COD,2010,0.407,0.009121977135999347
Democratic Republic of Congo,COD,2015,0.444,0.010813783606601412
Democratic Republic of Congo,COD,2019,0.457,0.011464908843951268
Denmark,DNK,1990,0.799,0.04574825727362258
Denmark,DNK,1995,0.831,0.05791828711616772
Denmark,DNK,2000,0.863,0.0694855210561958
Denmark,DNK,2005,0.903,0.0812599918220212
Denmark,DNK,2010,0.91,0.09026687357586942
Denmark,DNK,2015,0.926,0.10484345602863596
Denmark,DNK,2019,0.929,0.12468904410666352
Djibouti,DJI,1995,0.355,0.15827395191532834
Djibouti,DJI,2000,0.363,0.1400630448839439
Djibouti,DJI,2005,0.405,0.11757488630763456
Djibouti,DJI,2010,0.449,0.12089412257586903
Djibouti,DJI,2015,0.47,0.12292326090024759
Djibouti,DJI,2019,0.476,0.12028219246652484
Dominica,DMA,2000,0.693,0.053452979181622395
Dominica,DMA,2005,0.705,0.0672059386023318
Dominica,DMA,2010,0.722,0.11442196450238439
Dominica,DMA,2015,0.721,0.1136928761080595
Dominica,DMA,2019,0.715,0.11537870855148342
Dominican Republic,DOM,1990,0.598,0.04081464146461748
Dominican Republic,DOM,1995,0.629,0.04135705138870789
Dominican Republic,DOM,2000,0.657,0.041978222758882584
Dominican Republic,DOM,2005,0.675,0.041331249628322034
Dominican Republic,DOM,2010,0.703,0.040610117191936024
Dominican Republic,DOM,2015,0.729,0.05342405132235199
Dominican Republic,DOM,2019,0.736,0.053414810064584484
Ecuador,ECU,1990,0.643,0.007688740832459675
Ecuador,ECU,1995,0.662,0.01004722395166424
Ecuador,ECU,2000,0.67,0.011948705173824117
Ecuador,ECU,2005,0.693,0.013554612603481002
Ecuador,ECU,2010,0.715,0.021675002599739913
Ecuador,ECU,2015,0.743,0.02390282025312083
Ecuador,ECU,2019,0.752,0.02233077896932264
Egypt,EGY,1990,0.546,0.0030967244282591047
Egypt,EGY,1995,0.576,0.0026783923530442457
Egypt,EGY,2000,0.611,0.002684437158122856
Egypt,EGY,2005,0.634,0.003773735851916638
Egypt,EGY,2010,0.665,0.0037459204179347977
Egypt,EGY,2015,0.691,0.0038255220293746343
Egypt,EGY,2019,0.696,0.005121261827511991
El Salvador,SLV,1990,0.529,0.008986582554075565
El Salvador,SLV,1995,0.577,0.007024304445155101
El Salvador,SLV,2000,0.615,0.005386097946716812
El Salvador,SLV,2005,0.651,0.005951465295731762
El Salvador,SLV,2010,0.671,0.006520830385478361
El Salvador,SLV,2015,0.674,0.006647300511420803
El Salvador,SLV,2019,0.674,0.006637392800585103
Equatorial Guinea,GNQ,2000,0.516,0.007451569745670023
Equatorial Guinea,GNQ,2005,0.567,0.008789449458664372
Equatorial Guinea,GNQ,2010,0.581,0.009175118874908732
Equatorial Guinea,GNQ,2015,0.593,0.17937424266281465
Equatorial Guinea,GNQ,2019,0.591,0.173889626531925
Eritrea,ERI,2005,0.408,0.005063928829052248
Eritrea,ERI,2010,0.416,0.004944431915494246
Estonia,EST,1990,0.733,0.24343826752163877
Estonia,EST,1995,0.727,0.21978806014614719
Estonia,EST,2000,0.78,0.17860750115427151
Estonia,EST,2005,0.825,0.17250170692550423
Estonia,EST,2010,0.845,0.16364558102855856
Estonia,EST,2015,0.866,0.14798765705215192
Estonia,EST,2019,0.871,0.1440262733139322
Ethiopia,ETH,2000,0.283,0.009231948802747683
Ethiopia,ETH,2005,0.346,0.006735649611151481
Ethiopia,ETH,2010,0.412,0.0064895964585288965
Ethiopia,ETH,2015,0.451,0.011520173786486893
Ethiopia,ETH,2019,0.463,0.01147253888202927
Fiji,FJI,1990,0.643,0.018231529304544636
Fiji,FJI,1995,0.673,0.016766289454170295
Fiji,FJI,2000,0.683,0.01568299124790692
Fiji,FJI,2005,0.695,0.01513502855390188
Fiji,FJI,2010,0.711,0.015527704700297039
Fiji,FJI,2015,0.738,0.01583073056674499
Fiji,FJI,2019,0.741,0.015889383270532652
Finland,FIN,1990,0.784,0.01268542570828715
Finland,FIN,1995,0.816,0.019524882581312075
Finland,FIN,2000,0.858,0.026313272899142984
Finland,FIN,2005,0.895,0.036630858451694365
Finland,FIN,2010,0.903,0.042600411086201315
Finland,FIN,2015,0.915,0.057460392139400254
Finland,FIN,2019,0.92,0.06942959922436368
France,FRA,1990,0.779,0.10126550043695708
France,FRA,1995,0.825,0.10224720914594948
France,FRA,2000,0.849,0.10307766057869895
France,FRA,2005,0.869,0.10664243765340356
France,FRA,2010,0.882,0.11241375130681236
France,FRA,2015,0.898,0.11824258890893126
France,FRA,2019,0.901,0.12442480840083524
Gabon,GAB,1990,0.62,0.13500749877828894
Gabon,GAB,1995,0.632,0.15800509887128023
Gabon,GAB,2000,0.633,0.17456690221107818
Gabon,GAB,2005,0.647,0.16815229092969755
Gabon,GAB,2010,0.665,0.16675225042176167
Gabon,GAB,2015,0.694,0.19442867074056086
Gabon,GAB,2019,0.702,0.19415271732078188
Gambia,GMB,1990,0.333,0.1236122491479113
Gambia,GMB,1995,0.353,0.1336995769000731
Gambia,GMB,2000,0.385,0.13850920882778592
Gambia,GMB,2005,0.416,0.11783388534734777
Gambia,GMB,2010,0.441,0.1035932491484478
Gambia,GMB,2015,0.457,0.092307249767482
Gambia,GMB,2019,0.46,0.09447208940652654
Georgia,GEO,2000,0.673,0.018669255415143637
Georgia,GEO,2005,0.712,0.018529551419883154
Georgia,GEO,2010,0.735,0.01928700357435706
Georgia,GEO,2015,0.771,0.020585051953197563
Georgia,GEO,2019,0.78,0.021183328866255697
Germany,DEU,1990,0.801,0.07473189773488305
Germany,DEU,1995,0.834,0.09138815028776825
Germany,DEU,2000,0.868,0.1093840901203272
Germany,DEU,2005,0.903,0.11401131197451583
Germany,DEU,2010,0.921,0.11998815558373248
Germany,DEU,2015,0.933,0.12511741979355712
Germany,DEU,2019,0.936,0.15835614450823934
Ghana,GHA,1990,0.455,0.011158729373313721
Ghana,GHA,1995,0.473,0.01486294538686452
Ghana,GHA,2000,0.484,0.00993840090926557
Ghana,GHA,2005,0.509,0.013955580843361995
Ghana,GHA,2010,0.554,0.013600572309041556
Ghana,GHA,2015,0.585,0.014892489749707397
Ghana,GHA,2019,0.592,0.01568106649796144
Greece,GRC,1990,0.753,0.06062092862147232
Greece,GRC,1995,0.768,0.08121923626745418
Greece,GRC,2000,0.796,0.10287661968452522
Greece,GRC,2005,0.845,0.10837107231121273
Greece,GRC,2010,0.856,0.11879403751759793
Greece,GRC,2015,0.866,0.11486345430405263
Greece,GRC,2019,0.87,0.11292127981589288
Grenada,GRD,2005,0.727,0.06594624549736769
Grenada,GRD,2010,0.743,0.06570463038792089
Grenada,GRD,2015,0.767,0.06438927362475935
Grenada,GRD,2019,0.772,0.0639187467475371
Guatemala,GTM,1990,0.478,0.02852572693339125
Guatemala,GTM,1995,0.507,0.015005828415632663
Guatemala,GTM,2000,0.546,0.0041301228599755395
Guatemala,GTM,2005,0.571,0.00437170720771214
Guatemala,GTM,2010,0.611,0.004537396302511405
Guatemala,GTM,2015,0.645,0.004820940919046624
Guatemala,GTM,2019,0.65,0.004662679725022433
Guinea,GIN,1990,0.276,0.06353951799691544
Guinea,GIN,1995,0.295,0.10653988341902093
Guinea,GIN,2000,0.329,0.0679642458859834
Guinea,GIN,2005,0.371,0.025205440294125494
Guinea,GIN,2010,0.404,0.017464180367371993
Guinea,GIN,2015,0.443,0.011055373261647392
Guinea,GIN,2019,0.459,0.00971797242506596
Guinea-Bissau,GNB,2005,0.396,0.015417902790479802
Guinea-Bissau,GNB,2010,0.426,0.01383226969149461
Guinea-Bissau,GNB,2015,0.449,0.0128557300762951
Guinea-Bissau,GNB,2019,0.455,0.014360492320103035
Guyana,GUY,1990,0.538,0.0055091489542034335
Guyana,GUY,1995,0.578,0.008343721389061476
Guyana,GUY,2000,0.604,0.011530503605793375
Guyana,GUY,2005,0.614,0.014565182138487167
Guyana,GUY,2010,0.63,0.017514504240522207
Guyana,GUY,2015,0.651,0.020046075743518642
Guyana,GUY,2019,0.654,0.020152656469029685
Haiti,HTI,1990,0.409,0.002711597763940666
Haiti,HTI,1995,0.418,0.0023408861743613504
Haiti,HTI,2000,0.442,0.0020347819881504844
Haiti,HTI,2005,0.453,0.0017791721151093909
Haiti,HTI,2010,0.47,0.0017265498091226718
Haiti,HTI,2015,0.493,0.0016863100532913619
Haiti,HTI,2019,0.498,0.0016862090467686568
Honduras,HND,1990,0.506,0.054572444914064794
Honduras,HND,1995,0.529,0.02617649912927171
Honduras,HND,2000,0.554,0.004328992476852644
Honduras,HND,2005,0.58,0.0037371036407768616
Honduras,HND,2010,0.596,0.0032808053410472173
Honduras,HND,2015,0.609,0.00420469145112278
Honduras,HND,2019,0.617,0.004060799026067424
Hong Kong,HKG,1990,0.781,0.38889876413357877
Hong Kong,HKG,1995,0.808,0.3969717840840792
Hong Kong,HKG,2000,0.827,0.40046841710427605
Hong Kong,HKG,2005,0.871,0.39940629953619444
Hong Kong,HKG,2010,0.901,0.39576748953617497
Hong Kong,HKG,2015,0.927,0.3893222059166404
Hong Kong,HKG,2019,0.933,0.39488041873574015
Hungary,HUN,1990,0.704,0.033498207246817714
Hungary,HUN,1995,0.741,0.03119712381637463
Hungary,HUN,2000,0.769,0.02908215095312679
Hungary,HUN,2005,0.804,0.03636211326089402
Hungary,HUN,2010,0.823,0.04366149957855097
Hungary,HUN,2015,0.834,0.04830911788526864
Hungary,HUN,2019,0.838,0.0524162421427025
Iceland,ISL,1990,0.802,0.0376099770039164
Iceland,ISL,1995,0.826,0.04762438871192068
Iceland,ISL,2000,0.86,0.05651393111786775
Iceland,ISL,2005,0.889,0.08590859153315765
Iceland,ISL,2010,0.891,0.11033483104379624
Iceland,ISL,2015,0.927,0.11810830826897209
Iceland,ISL,2019,0.935,0.14821225542602115
India,IND,1990,0.427,0.008696890058803487
India,IND,1995,0.46,0.0072124443254565586
India,IND,2000,0.493,0.006068028931833629
India,IND,2005,0.535,0.005161984800432978
India,IND,2010,0.581,0.004407227568739463
India,IND,2015,0.627,0.004000267440642171
India,IND,2019,0.64,0.003810935209311469
Indonesia,IDN,1990,0.528,0.002566579948707428
Indonesia,IDN,1995,0.564,0.0019242969709790466
Indonesia,IDN,2000,0.606,0.0013819758720922935
Indonesia,IDN,2005,0.632,0.0012796353272646755
Indonesia,IDN,2010,0.661,0.001262914761668443
Indonesia,IDN,2015,0.686,0.0013086142083448317
Indonesia,IDN,2019,0.694,0.0013193247706770259
Iran,IRN,1990,0.577,0.07613782205749235
Iran,IRN,1995,0.64,0.04781153369261463
Iran,IRN,2000,0.67,0.04272568605667444
Iran,IRN,2005,0.695,0.03682401912309516
Iran,IRN,2010,0.755,0.037438539754858426
Iran,IRN,2015,0.789,0.03473490969773244
Iran,IRN,2019,0.798,0.03278979437096961
Iraq,IRQ,1990,0.572,0.0048015074016685005
Iraq,IRQ,1995,0.553,0.009899084525754642
Iraq,IRQ,2000,0.607,0.008959431362840053
Iraq,IRQ,2005,0.631,0.0049369882584999105
Iraq,IRQ,2010,0.649,0.0039469132783914555
Iraq,IRQ,2015,0.668,0.010102843898508447
Iraq,IRQ,2019,0.685,0.00957656841929978
Ireland,IRL,1990,0.763,0.06487270537573699
Ireland,IRL,1995,0.795,0.06287115447868166
Ireland,IRL,2000,0.857,0.09212509073172476
Ireland,IRL,2005,0.896,0.14160052347236024
Ireland,IRL,2010,0.909,0.16020113351410203
Ireland,IRL,2015,0.929,0.16147659368216255
Ireland,IRL,2019,0.938,0.17174471402734437
Israel,ISR,1990,0.792,0.3503656652360515
Israel,ISR,1995,0.823,0.32320739404869253
Israel,ISR,2000,0.853,0.2943725552552075
Israel,ISR,2005,0.872,0.27265162118872743
Israel,ISR,2010,0.887,0.25586533920982213
Israel,ISR,2015,0.901,0.24006002315008174
Israel,ISR,2019,0.903,0.22021499808640446
Italy,ITA,1990,0.769,0.025180503123807724
Italy,ITA,1995,0.8,0.031224835319029243
Italy,ITA,2000,0.83,0.03726044002445431
Italy,ITA,2005,0.857,0.06822192862713769
Italy,ITA,2010,0.87,0.09764077608172435
Italy,ITA,2015,0.876,0.0955915093980163
Italy,ITA,2019,0.88,0.1038158001709148
Jamaica,JAM,1990,0.638,0.008461072454880479
Jamaica,JAM,1995,0.657,0.008964321503123285
Jamaica,JAM,2000,0.662,0.00939917527435293
Jamaica,JAM,2005,0.695,0.008873712911993162
Jamaica,JAM,2010,0.712,0.00842459953174925
Jamaica,JAM,2015,0.73,0.008013431932870775
Jamaica,JAM,2019,0.732,0.007996306461477655
Japan,JPN,1990,0.816,0.00870441244323563
Japan,JPN,1995,0.84,0.010860824783360836
Japan,JPN,2000,0.855,0.013295522811664814
Japan,JPN,2005,0.873,0.015743193006347193
Japan,JPN,2010,0.885,0.01666394159444054
Japan,JPN,2015,0.905,0.017556799144257163
